lat,lon,snw_trend_pct
23.0,-105.0,-0.3778561773781958
23.0,113.0,-0.015667073568350943
25.0,-107.0,0.1558146566912329
25.0,-105.0,-0.15964713476547082
25.0,99.0,-0.23013498001520485
25.0,101.0,0.0594804450727264
25.0,103.0,0.1295799677898697
25.0,105.0,0.23586919322941594
25.0,107.0,-0.045201860951791524
25.0,109.0,-0.23471992072513814
25.0,111.0,-0.16588164721123067
25.0,113.0,-0.18038804713412118
25.0,117.0,0.16223426197740287
27.0,-107.0,0.021246901345860925
27.0,-105.0,-0.04554179434885529
27.0,83.0,0.30708491440449004
27.0,85.0,0.06535147444229181
27.0,87.0,0.130809249513506
27.0,89.0,0.06590098156870118
27.0,91.0,0.01563638928611625
27.0,93.0,0.06656471396454268
27.0,95.0,0.05531531364760637
27.0,97.0,-0.1405247570750656
27.0,99.0,0.0774639911859011
27.0,101.0,0.03375503368830351
27.0,103.0,-0.05310426002742894
27.0,105.0,-0.003294110697507879
27.0,107.0,-0.1393466068741825
27.0,109.0,-0.23526786122152166
27.0,111.0,-0.17522468596911742
27.0,113.0,0.2891292434268209
27.0,115.0,0.03348159746101982
27.0,119.0,-0.09180997286485826
29.0,-109.0,-0.25121924652649014
29.0,-107.0,-0.18842952404790256
29.0,-105.0,-0.20455736307137035
29.0,-103.0,-0.06013987110908581
29.0,-9.0,0.3006796774774769
29.0,35.0,0.014859345278602424
29.0,53.0,0.13300041272684504
29.0,55.0,-0.16280665692327206
29.0,57.0,0.27905121937160504
29.0,59.0,0.1702307010281426
29.0,67.0,1.1920444827959689
29.0,69.0,0.07336874763056973
29.0,79.0,0.09385172465034244
29.0,81.0,0.22666058058179547
29.0,83.0,0.15741950430031687
29.0,85.0,0.2936392410425784
29.0,87.0,0.3866233366869211
29.0,89.0,0.47943056239750914
29.0,91.0,0.2342708909925166
29.0,93.0,0.11236603878580914
29.0,95.0,0.0536633579551381
29.0,97.0,-0.14693096249680593
29.0,99.0,-0.04184001458610924
29.0,101.0,-0.017711376346924285
29.0,103.0,-0.011292897246053646
29.0,105.0,0.0345047520489321
29.0,107.0,-0.10467344488616033
29.0,109.0,-0.20973343901074404
29.0,111.0,-0.30134796650118756
29.0,115.0,-0.07923526683980908
29.0,117.0,0.01512785834892928
29.0,119.0,-0.10326409874420345
31.0,-111.0,-0.0077878330401428735
31.0,-109.0,0.04617819984723596
31.0,-107.0,-0.08284730420282588
31.0,-105.0,-0.020705784075543195
31.0,-89.0,-0.022411780416235247
31.0,-87.0,0.0539037725463053
31.0,-85.0,0.4238272854380026
31.0,-7.0,-0.1205701866794078
31.0,-5.0,-0.1056810601606425
31.0,49.0,-0.2014832893853623
31.0,51.0,-0.12840249114275767
31.0,53.0,-0.09975893865364262
31.0,55.0,-0.930042093840166
31.0,57.0,-0.6476623938890688
31.0,59.0,0.5013818239408427
31.0,61.0,0.2208587918612791
31.0,65.0,-0.12545794861699705
31.0,67.0,-0.020972447581584463
31.0,69.0,-0.4082814016958108
31.0,71.0,0.30859553038568555
31.0,77.0,0.21463443256039072
31.0,79.0,0.27926412822550944
31.0,81.0,0.3767866354225157
31.0,83.0,0.21114371718527195
31.0,85.0,0.11546265259513971
31.0,87.0,0.18378741717175595
31.0,89.0,0.4130378293364378
31.0,91.0,0.1921313688072552
31.0,93.0,0.3259227374081481
31.0,95.0,0.28786831889796016
31.0,97.0,-0.0693975473431284
31.0,99.0,0.08609443463545689
31.0,101.0,0.06830655080199882
31.0,103.0,0.3154477238433487
31.0,105.0,-0.06478128509107119
31.0,107.0,-0.1487565444818152
31.0,109.0,-0.18555949434507574
31.0,111.0,-0.20595941881522545
31.0,115.0,-0.011424373590808263
31.0,117.0,-0.08586861323652067
31.0,119.0,-0.048976403246348846
33.0,-115.0,0.08424065524112452
33.0,-113.0,0.5009071512458412
33.0,-111.0,0.15783750323908058
33.0,-109.0,0.05756953629514863
33.0,-107.0,1.0227938749175296
33.0,-105.0,-0.15640017417299343
33.0,-103.0,-0.21426448476776352
33.0,-101.0,-0.19372123757836138
33.0,-5.0,0.19651603315319932
33.0,-3.0,-0.31397893524790216
33.0,37.0,-0.22750476859922367
33.0,45.0,-0.2103287176535333
33.0,47.0,-0.07814587007116172
33.0,49.0,-0.12406298558335677
33.0,51.0,-0.24941355899816686
33.0,53.0,-0.0020230736901019064
33.0,55.0,-0.005131376981902236
33.0,57.0,0.7677962359130245
33.0,59.0,-0.11118295717388622
33.0,61.0,-0.16956302201444023
33.0,63.0,-0.21645324473940164
33.0,65.0,-0.18296018187033608
33.0,67.0,-0.11034441585777786
33.0,69.0,-0.2289965729189596
33.0,71.0,-0.007115353295985158
33.0,73.0,-0.29080252068645635
33.0,75.0,0.10591365675876231
33.0,77.0,0.24259871496821434
33.0,79.0,0.07049697973241321
33.0,81.0,0.2396787464349851
33.0,83.0,0.10433088989754737
33.0,85.0,0.13679661510219854
33.0,87.0,0.11868449185367003
33.0,89.0,0.1337066861180434
33.0,91.0,0.2293889527124133
33.0,93.0,0.41973126865871185
33.0,95.0,0.20699361238380004
33.0,97.0,0.08406073194987698
33.0,99.0,0.027581915375469855
33.0,101.0,-0.19964917357040732
33.0,103.0,0.12269491716449021
33.0,105.0,-0.13576392097242218
33.0,107.0,-0.09033081014147282
33.0,109.0,-0.10778145503662201
33.0,111.0,-0.016996886296459953
33.0,113.0,0.24681243626028787
33.0,115.0,0.2588384976699457
33.0,117.0,0.230486301706933
33.0,119.0,0.18269534513633393
35.0,-119.0,2.914178859179278
35.0,-117.0,-0.1073715936630864
35.0,-115.0,-0.22918537716201523
35.0,-113.0,-0.19616187974787574
35.0,-111.0,-0.14575031431289326
35.0,-109.0,-0.3260292027812322
35.0,-107.0,-0.2851495030981778
35.0,-105.0,-0.28622581291587185
35.0,-103.0,-0.3273397319690911
35.0,-101.0,-0.15836393258251494
35.0,-99.0,-0.06807570079344771
35.0,-97.0,-0.008351460082209484
35.0,-95.0,-0.05186006288785739
35.0,-93.0,-0.058441257382110035
35.0,-91.0,-0.10921924857041754
35.0,-89.0,-0.11224453190988926
35.0,-87.0,-0.1294125743694732
35.0,-85.0,-0.18344733178962844
35.0,-83.0,-0.10726486994827651
35.0,-81.0,-0.14308530444166256
35.0,-79.0,-0.5144001838905289
35.0,1.0,-0.8218834598107135
35.0,3.0,-3.8615697511006886
35.0,5.0,0.2664620635520961
35.0,7.0,0.45165420680248514
35.0,9.0,-0.4490054215478188
35.0,37.0,-0.39671192173626757
35.0,45.0,-0.2283853069197433
35.0,47.0,-0.21920171971848437
35.0,49.0,-0.05214398720444058
35.0,51.0,-0.21038776633891487
35.0,53.0,-0.1677511076989086
35.0,55.0,-1.0522216501175836
35.0,57.0,-0.0757857714598375
35.0,59.0,0.06289900354976301
35.0,61.0,-0.11395854058225319
35.0,63.0,-0.11826656556772494
35.0,65.0,-0.04217432633212746
35.0,67.0,0.04761225547566601
35.0,69.0,-0.2678691456391524
35.0,71.0,-0.26064785806465984
35.0,73.0,-0.020965874301704688
35.0,75.0,0.1891564427218576
35.0,77.0,0.03430758127840743
35.0,79.0,0.015718258454112025
35.0,81.0,0.19403010574492532
35.0,83.0,0.12060987750431118
35.0,85.0,-0.010513086425072465
35.0,87.0,0.03985827721890155
35.0,89.0,-0.3348780258683642
35.0,91.0,-0.290296073920454
35.0,93.0,0.1289456370537061
35.0,95.0,0.21941360441376465
35.0,97.0,0.1744339086857141
35.0,99.0,-0.06260680514321035
35.0,101.0,-0.27041497057089336
35.0,103.0,-0.24029298692796017
35.0,105.0,-0.11412575490493747
35.0,107.0,0.04397338586598333
35.0,109.0,-0.02119578634486147
35.0,111.0,0.18123194932224626
35.0,113.0,0.22633408742367295
35.0,115.0,0.12589059604878128
35.0,117.0,0.060779042521443956
35.0,119.0,-0.032393843509324234
37.0,-121.0,-0.05613498141804923
37.0,-119.0,-0.15330477057732905
37.0,-117.0,-0.010050433429051864
37.0,-115.0,0.04648234161336964
37.0,-113.0,-0.1670527776959092
37.0,-111.0,-0.07387367060942941
37.0,-109.0,-0.2562312464140601
37.0,-107.0,-0.181734756749148
37.0,-105.0,-0.15644524859732736
37.0,-103.0,-0.017979379677470684
37.0,-101.0,-0.020889049854517172
37.0,-99.0,-0.06926659994475547
37.0,-97.0,-0.052621573508773715
37.0,-95.0,-0.10419602317281434
37.0,-93.0,-0.15031700844221788
37.0,-91.0,-0.13614709845157072
37.0,-89.0,-0.1384658801599122
37.0,-87.0,-0.0940650459668544
37.0,-85.0,-0.2267165923911568
37.0,-83.0,-0.27836120538279324
37.0,-81.0,-0.15558950991465756
37.0,-79.0,-0.07891343516435849
37.0,-77.0,-0.14126071281184438
37.0,37.0,-0.17587849275024572
37.0,39.0,-0.11347440720581634
37.0,41.0,-0.37687382701387145
37.0,43.0,-0.33894337926251134
37.0,47.0,-0.35534746562187364
37.0,55.0,-0.1370420784966429
37.0,57.0,-0.1474455868784004
37.0,59.0,-0.060558458834031346
37.0,61.0,0.19879496634283453
37.0,63.0,0.11093311636892586
37.0,65.0,0.1917935658490662
37.0,67.0,-0.14045221554922357
37.0,69.0,0.06348987507033463
37.0,71.0,0.04935081803663261
37.0,73.0,-0.0423851507009759
37.0,75.0,-0.0749776393404301
37.0,77.0,0.2698846747795908
37.0,79.0,0.30255256731008034
37.0,81.0,0.2647356093929436
37.0,83.0,-0.078262603749833
37.0,85.0,-0.006428304847169403
37.0,87.0,0.26731830928011263
37.0,89.0,0.22519709016807596
37.0,91.0,-0.04755806831005023
37.0,93.0,0.14401621697412378
37.0,95.0,0.20288505582033675
37.0,97.0,0.10544541573064667
37.0,99.0,0.015984796210570817
37.0,101.0,-0.14209828769991517
37.0,103.0,-0.38569891127065836
37.0,105.0,-0.22581659624318
37.0,107.0,-0.13177848191328567
37.0,109.0,-0.11316681918962196
37.0,111.0,0.07520557802297428
37.0,113.0,0.15461754483172666
37.0,115.0,0.06359555475963907
37.0,117.0,-0.003724339256872228
39.0,-121.0,-0.15113946843606377
39.0,-119.0,-0.08267497336455885
39.0,-117.0,-0.11207420054447362
39.0,-115.0,-0.035366277871693975
39.0,-113.0,-0.13912575329667376
39.0,-111.0,-0.27617203331390133
39.0,-109.0,-0.307960520437335
