station_id,lat,lon,obs_trend_pct,recon_trend_pct
10002,60.61666999999999,15.61667,-1.365880173087954,-1.6997261811702615
10004,58.4,15.53306,-1.1475509264492225,-1.3907571465671118
10005,58.4,15.53306,-1.2326203359738552,-1.3978792684396641
10009,59.35,18.05,-0.48319586359719324,-1.5639843767551198
10010,47.80167,11.01167,-2.1232522212530056,-1.4917952403073347
10025,58.21528000000001,7.890556,-0.03011886400085946,-0.6904079391051339
10026,60.38833,11.56028,-1.066117169744515,9.825693656643258
10032,69.46667,25.50306,0.47138780804880115,3.1198620171011946
10034,59.942780000000006,10.72056,-0.9434647513657988,-1.4050574118944743
10035,60.56833,9.121667,-0.24035322836899145,-1.4746027877370929
10036,60.64583,6.223333,-2.575662563758688,-1.1083831976671166
10039,53.10695,23.16194,-0.31868763490014235,-0.8286132931229225
10043,57.84583000000001,27.019170000000006,-0.44781611476495975,-1.3653647095605386
10046,69.65389,18.92806,-0.7721515868766671,-0.44510821281525337
10047,62.11666999999999,9.283056,-0.47258207511557637,-0.7045018030739046
10049,49.06667,20.23306,-0.5791955325486964,-0.5569842826214142
10051,65.82694000000001,24.14389,-0.19385872156911613,0.13019025953256774
10057,59.86,17.63,-0.6706999917873472,-0.8653506859631566
10059,62.63306,17.93306,-1.6567254381585514,-1.3951501460604787
10060,50.42917,12.95528,-0.6524393166586308,0.03052969758371935
10061,50.31306,11.8775,-0.8894571237140506,-1.480804229572794
10062,47.72417,10.33639,-1.6604840134251901,-1.4590464186624563
10063,52.11667,23.68306,-0.2059096056831051,-0.6357267570914742
10064,53.76833000000001,20.42139,-1.03636770568978,-1.3127559892132035
10065,51.18167,8.49,-1.3135860650247249,-1.5560361187128864
10066,51.55305,23.52917,-0.2958579881656805,-0.6578449375059685
10067,49.46639,22.34167,-0.16198704103671704,0.4318150616894153
10068,60.56694,9.133333,-0.3057511036869092,-1.5011900237492637
10070,57.74667,22.58944,-0.5133843878491284,0.37387899958931115
10071,57.43917,27.03528,-1.2537251504778546,-1.1785612453982803
10073,55.93417,26.65917,-1.6102547804438803,-1.182260061034086
10074,62.56694,11.38333,-1.3060974450067018,-0.5516776909480064
10075,59.66306,9.65,-0.7964460305953655,-0.8074445214003139
10078,59.64833,6.3630559999999985,-1.3504709529689507,-1.0408578339287051
10079,60.20639,11.08028,-2.1099715931033893,-1.950653504654564
10080,62.23333,7.416666999999999,-1.3515720857439173,-0.9828615884937447
10081,63.5,10.89,-2.438913150063282,-1.2686916854618706
10083,64.16,12.47,-2.11384708692083,-1.25659718034345
10085,69.05889,18.54028,-0.25023807090376066,-0.4112411037031067
10086,68.75528,23.53833,2.139067890385993,1.2563332642828577
10089,49.3,19.95,-1.3226356875277234,-0.733398897294735
10093,65.54305,22.11917,1.1135753628111102,0.0709465599971763
10094,59.07,18.12,-0.5274281532646385,-2.7953335260432475
10095,57.76,12.95,-0.9578178626207544,-1.4879045459393796
10096,59.24,15.29,-1.5026622165603394,-2.9840217611573596
10097,63.14,16.989720000000002,-1.5585567951980184,-1.1348895978199702
10106,44.81667,14.98306,-1.2633183821164184,-0.40038940360583186
10107,46.37833,13.84889,0.4189302786595236,-0.1402908774163869
10108,51.8,10.62,-1.12822052127937,-0.9177060380075011
10109,54.07,21.37,-0.47762748118936893,-1.2431203168336293
10110,53.10417,20.36083,-0.1266313477193436,-1.4144630262922506
10114,62.11417,9.286944,-0.4699713965684524,-0.7048199243101726
10115,59.66306,9.648056,-0.8218872415331979,-0.8073650749761973
10116,59.62444,9.637778,-0.8582903882480415,-0.8074414399251789
10117,60.56667,9.1,-0.23568838589168192,-1.4861881853370846
10118,62.57694,11.35167,-1.3539830853138428,-0.5516982636403711
10121,59.14778,11.55944,-2.600050142592999,-1.5966398467571932
10122,59.30778000000001,11.13139,-0.3281384367032271,-1.9033657762570642
10123,59.63556,11.04778,-0.9282403966977879,-1.3611496889854973
10125,59.48083000000001,11.65167,-1.1622702531005908,-1.592486787355656
10127,59.28556,11.11444,-0.8442275042444823,-2.025608492784797
10128,59.30056,11.66056,-1.4753435649332332,-1.5898898559175476
10129,59.43389000000001,10.66667,-0.8792851690311716,-1.0507212360826115
10130,59.442780000000006,10.68417,-0.8670339994005197,-1.0507331299365572
10131,59.85583000000001,10.43667,-1.1416055474195277,-1.2156059242848716
10133,60.05083000000001,10.68639,-0.569831439386738,-1.1274819044038866
10135,59.96889,10.79306,-2.406537318958756,-1.4472399905892057
10136,59.87278000000001,10.7925,-1.3413297220610048,-1.4212069028402445
10138,61.89028,10.14167,-1.5359228097464712,-0.08374570325612224
10139,62.43278000000001,10.41694,-0.03917970849997828,-0.356107215106336
10140,61.88694,12.04806,-0.4681767695466327,-0.06340416596976302
10143,62.59667,10.27139,0.505481374029464,-0.7025283201636927
10145,61.13556,12.50528,-0.854526288262256,-0.39152994426010895
10146,61.24306,8.855556,0.3263806613665014,-0.5997032831358416
10147,60.95278,10.59694,-0.1990248186919435,-0.9505710990940407
10149,61.72055,8.244167,-1.7525388637632802,-0.7006314278865768
10151,60.29417,10.58028,-0.8129833687643014,-1.3062505428516205
10153,61.92139,9.013056,1.00074465573294,-0.5665305309158606
10154,60.83528,9.493056,0.42797223107577226,-0.2669242938332272
10155,61.90167,8.171944,-1.5550380827833714,-0.7006930650966832
10156,61.87778,8.471667,-3.004804564075603,-0.7079322427939898
10158,61.12583000000001,8.581667,-0.25753408715564136,0.3414251480971498
10162,60.53167,8.148056,-0.5234871666810531,-0.6165590038398188
10163,60.13778000000001,9.596667,0.0045643558434792396,-0.632189626562516
10164,60.38278,9.606667,-0.36960555455797023,-0.6383408784797074
10167,60.63833,8.565833,-1.3053277852568035,-1.0459676692625393
10168,60.23806,9.925833,-0.9764730484797259,-0.6375816033090792
10169,60.463330000000006,8.7525,0.33159716605738976,-1.5969286095467086
10170,59.19556,9.968056,-0.19038250066513757,-0.7683986234200133
10173,59.32389000000001,8.151944,-0.21864465655974893,-0.9029582875602852
10177,59.14417,9.266944,-0.17768382462676707,-0.74088660770011
10180,60.01805,7.914444,0.2509450499654187,-55.994085226225614
10181,59.55,9.264167,-0.7387193425397852,-0.6622678376746076
10182,59.26444,8.775,-0.4820120622973321,-0.7689451155416158
10183,59.70444000000001,8.036389,0.00876362002027407,-0.503554865785552
10185,59.74528000000001,8.81,-0.6890248420886387,-0.5397831260241497
10187,58.51694000000001,8.353333000000001,0.14279179924150906,-0.7102405595094476
10188,58.63306,8.281667,-0.8841317169582926,-0.2943328523916065
10189,58.79306,8.234167,-0.5432697274243291,-0.9160374681878644
10190,58.41167,6.658056,-1.0902854266834188,-0.8871327564225359
10191,58.28167,6.818056,-0.5244303879171238,-1.024920565344181
10193,58.65778,6.946389,-1.069305960387923,-0.6982690917588885
10194,58.61555,7.406667,-0.6442458973933878,-2.392069897130693
10196,58.94639,6.919167,-1.0581469103215377,-0.7594919880551763
10197,59.55556,5.995556,-2.576787689048799,-1.0858449362359324
10198,58.76583,6.3694440000000005,-2.7695842216446174,-0.8397194934464909
10199,58.68417,5.984444,-0.8568572546579412,-1.9813267434927406
10200,59.588330000000006,6.808889,-1.9857545068706146,-0.9967810010610941
10201,60.80278000000001,6.150278,-1.4286371801811915,-2.0756022516538
10204,60.68833000000001,5.964444,-1.3625853696757506,-2.086495467627827
10205,59.82917,6.825278,-0.5586339272779948,-0.7524245484975429
10206,61.83167,5.6683330000000005,-1.8891357339010768,-1.1729160920877393
