lat,lon,model,snw_trend_pct
39.0,103.0,BCC-CSM2-MR_r1i1p1f1,0.06694042705671033
39.0,103.0,CNRM-CM6-1_r1i1p1f2,0.2667929779353039
39.0,103.0,CanESM5_r1i1p1f1,-0.6696374277877999
39.0,103.0,GFDL-CM4_r1i1p1f1,-1.1237131682472306
39.0,103.0,GFDL-ESM4_r1i1p1f1,0.5177774160621018
39.0,103.0,IPSL-CM6A-LR_r1i1p1f1,-0.3607115349946959
39.0,103.0,MIROC6_r1i1p1f1,-0.12214233986718752
39.0,103.0,MRI-ESM2-0_r1i1p1f1,1.1791831981130074
39.0,103.0,NorESM2-LM_r1i1p1f1,0.0
39.0,105.0,ACCESS-CM2_r1i1p1f1,0.2349318609248607
39.0,105.0,ACCESS-ESM1-5_r1i1p1f1,-0.5382273982977972
39.0,105.0,BCC-CSM2-MR_r1i1p1f1,0.19759789329389332
39.0,105.0,CNRM-CM6-1_r1i1p1f2,0.1243315650434397
39.0,105.0,CanESM5_r1i1p1f1,-0.4688965760758752
39.0,105.0,GFDL-CM4_r1i1p1f1,-0.37163198054927826
39.0,105.0,GFDL-ESM4_r1i1p1f1,-1.3173502540356097
39.0,105.0,IPSL-CM6A-LR_r1i1p1f1,-0.008486525588279637
39.0,105.0,MIROC6_r1i1p1f1,-0.08356502483076209
39.0,105.0,MRI-ESM2-0_r1i1p1f1,1.0582970206287576
39.0,105.0,NorESM2-LM_r1i1p1f1,0.0
39.0,107.0,ACCESS-CM2_r1i1p1f1,0.4727892711281649
39.0,107.0,ACCESS-ESM1-5_r1i1p1f1,-0.8777437621988965
39.0,107.0,BCC-CSM2-MR_r1i1p1f1,0.14333217481750982
39.0,107.0,CNRM-CM6-1_r1i1p1f2,0.032321435759299494
39.0,107.0,CanESM5_r1i1p1f1,-0.618783296203584
39.0,107.0,GFDL-CM4_r1i1p1f1,-0.4146201259956152
39.0,107.0,GFDL-ESM4_r1i1p1f1,-0.8381711734101185
39.0,107.0,IPSL-CM6A-LR_r1i1p1f1,-0.9025779015582419
39.0,107.0,MIROC6_r1i1p1f1,0.0865446256230763
39.0,107.0,MRI-ESM2-0_r1i1p1f1,0.8009083940101371
39.0,107.0,NorESM2-LM_r1i1p1f1,0.0
39.0,109.0,ACCESS-CM2_r1i1p1f1,0.34332935567274114
39.0,109.0,ACCESS-ESM1-5_r1i1p1f1,-0.822507336886358
39.0,109.0,BCC-CSM2-MR_r1i1p1f1,0.1037709509299759
39.0,109.0,CNRM-CM6-1_r1i1p1f2,0.06552432509321642
39.0,109.0,CanESM5_r1i1p1f1,-0.5594489046972965
39.0,109.0,GFDL-CM4_r1i1p1f1,-0.38928343733313997
39.0,109.0,GFDL-ESM4_r1i1p1f1,-0.6061321005274851
39.0,109.0,IPSL-CM6A-LR_r1i1p1f1,-0.5542594143437766
39.0,109.0,MIROC6_r1i1p1f1,-0.2912004011663387
39.0,109.0,MRI-ESM2-0_r1i1p1f1,0.7435506070246539
39.0,109.0,NorESM2-LM_r1i1p1f1,0.0
39.0,111.0,ACCESS-CM2_r1i1p1f1,-0.11985135060647507
39.0,111.0,ACCESS-ESM1-5_r1i1p1f1,-0.4095653579708602
39.0,111.0,BCC-CSM2-MR_r1i1p1f1,0.5641610199268405
39.0,111.0,CNRM-CM6-1_r1i1p1f2,0.4514967583446823
39.0,111.0,CanESM5_r1i1p1f1,-0.11384510050855658
39.0,111.0,GFDL-CM4_r1i1p1f1,-0.4985128675700767
39.0,111.0,GFDL-ESM4_r1i1p1f1,-0.982168155175635
39.0,111.0,IPSL-CM6A-LR_r1i1p1f1,0.18609142813488852
39.0,111.0,MIROC6_r1i1p1f1,-0.7697186309352376
39.0,111.0,MRI-ESM2-0_r1i1p1f1,0.15900939769524938
39.0,111.0,NorESM2-LM_r1i1p1f1,-0.031010965849642365
39.0,113.0,ACCESS-CM2_r1i1p1f1,-0.3669067624727384
39.0,113.0,ACCESS-ESM1-5_r1i1p1f1,0.1397375772234097
39.0,113.0,BCC-CSM2-MR_r1i1p1f1,0.5498321184852601
39.0,113.0,CNRM-CM6-1_r1i1p1f2,0.986762251845008
39.0,113.0,CanESM5_r1i1p1f1,0.09551870221779507
39.0,113.0,GFDL-CM4_r1i1p1f1,-0.8128456247628792
39.0,113.0,GFDL-ESM4_r1i1p1f1,-1.9228054319808872
39.0,113.0,IPSL-CM6A-LR_r1i1p1f1,0.3120050328354658
39.0,113.0,MIROC6_r1i1p1f1,-0.9467520829836479
39.0,113.0,MRI-ESM2-0_r1i1p1f1,-0.29088067725113964
39.0,113.0,NorESM2-LM_r1i1p1f1,-0.0263461388065116
39.0,115.0,ACCESS-CM2_r1i1p1f1,-0.6567302108845849
39.0,115.0,ACCESS-ESM1-5_r1i1p1f1,-0.031676692832982266
39.0,115.0,BCC-CSM2-MR_r1i1p1f1,1.3770360065658835
39.0,115.0,CNRM-CM6-1_r1i1p1f2,1.0453090351034182
39.0,115.0,CanESM5_r1i1p1f1,0.19287307624479647
39.0,115.0,GFDL-CM4_r1i1p1f1,-0.8457187038698246
39.0,115.0,GFDL-ESM4_r1i1p1f1,-2.619172112826515
39.0,115.0,IPSL-CM6A-LR_r1i1p1f1,0.19423119234424188
39.0,115.0,MIROC6_r1i1p1f1,-0.9026770725894996
39.0,115.0,MRI-ESM2-0_r1i1p1f1,0.31759392222918714
39.0,115.0,NorESM2-LM_r1i1p1f1,0.0
41.0,-123.0,ACCESS-CM2_r1i1p1f1,-0.1426642428277618
41.0,-123.0,ACCESS-ESM1-5_r1i1p1f1,-0.8985701196717512
41.0,-123.0,BCC-CSM2-MR_r1i1p1f1,-0.016168614993404613
41.0,-123.0,CNRM-CM6-1_r1i1p1f2,-1.6841925862989187
41.0,-123.0,CanESM5_r1i1p1f1,-0.22246035882812745
41.0,-123.0,GFDL-CM4_r1i1p1f1,-0.28275697705468317
41.0,-123.0,GFDL-ESM4_r1i1p1f1,0.5121351609469955
41.0,-123.0,IPSL-CM6A-LR_r1i1p1f1,-0.1842381082541635
41.0,-123.0,MIROC6_r1i1p1f1,0.0
41.0,-123.0,MRI-ESM2-0_r1i1p1f1,-0.09920307189317784
41.0,-123.0,NorESM2-LM_r1i1p1f1,0.0
41.0,-121.0,ACCESS-CM2_r1i1p1f1,-0.3051319175277797
41.0,-121.0,ACCESS-ESM1-5_r1i1p1f1,-1.0612781543565741
41.0,-121.0,BCC-CSM2-MR_r1i1p1f1,-0.1405777006005821
41.0,-121.0,CNRM-CM6-1_r1i1p1f2,-2.0354610043747634
41.0,-121.0,CanESM5_r1i1p1f1,-0.22720542244986672
41.0,-121.0,GFDL-CM4_r1i1p1f1,-0.6690849556355517
41.0,-121.0,GFDL-ESM4_r1i1p1f1,0.10901313591586032
41.0,-121.0,IPSL-CM6A-LR_r1i1p1f1,-0.18512928189556488
41.0,-121.0,MIROC6_r1i1p1f1,-9.221923381913687e-05
41.0,-121.0,MRI-ESM2-0_r1i1p1f1,-0.7351979882510093
41.0,-121.0,NorESM2-LM_r1i1p1f1,-0.07504896293875309
41.0,-119.0,ACCESS-CM2_r1i1p1f1,-1.474003081219785
41.0,-119.0,ACCESS-ESM1-5_r1i1p1f1,-1.597118335353793
41.0,-119.0,BCC-CSM2-MR_r1i1p1f1,-0.4036839747129884
41.0,-119.0,CNRM-CM6-1_r1i1p1f2,-2.4832314070150123
41.0,-119.0,CanESM5_r1i1p1f1,-1.2456792803291123
41.0,-119.0,GFDL-CM4_r1i1p1f1,-0.5563721325554768
41.0,-119.0,GFDL-ESM4_r1i1p1f1,0.13815425969491757
41.0,-119.0,IPSL-CM6A-LR_r1i1p1f1,-0.4375575682854008
41.0,-119.0,MIROC6_r1i1p1f1,-0.6780717175824226
41.0,-119.0,MRI-ESM2-0_r1i1p1f1,-0.7492242034661529
41.0,-119.0,NorESM2-LM_r1i1p1f1,-0.44010811681985657
41.0,-117.0,ACCESS-CM2_r1i1p1f1,-1.5587440723579122
41.0,-117.0,ACCESS-ESM1-5_r1i1p1f1,-1.306543668185027
41.0,-117.0,BCC-CSM2-MR_r1i1p1f1,-0.18812331796883883
41.0,-117.0,CNRM-CM6-1_r1i1p1f2,-3.03604540575021
41.0,-117.0,CanESM5_r1i1p1f1,-1.2025043954792196
41.0,-117.0,GFDL-CM4_r1i1p1f1,-0.6152866129264435
41.0,-117.0,GFDL-ESM4_r1i1p1f1,-0.013601912166866938
41.0,-117.0,IPSL-CM6A-LR_r1i1p1f1,-0.14334333299481097
41.0,-117.0,MIROC6_r1i1p1f1,-0.3897329345949
41.0,-117.0,MRI-ESM2-0_r1i1p1f1,-0.35946960713517656
41.0,-117.0,NorESM2-LM_r1i1p1f1,-0.6164269942936497
41.0,-115.0,ACCESS-CM2_r1i1p1f1,-0.5215946813512571
41.0,-115.0,ACCESS-ESM1-5_r1i1p1f1,-1.475910765172393
41.0,-115.0,BCC-CSM2-MR_r1i1p1f1,-0.11687921864859845
41.0,-115.0,CNRM-CM6-1_r1i1p1f2,-2.0336213127808054
41.0,-115.0,CanESM5_r1i1p1f1,-1.1093525218063929
41.0,-115.0,GFDL-CM4_r1i1p1f1,-1.0535487774117946
41.0,-115.0,GFDL-ESM4_r1i1p1f1,-0.028142165092565858
41.0,-115.0,IPSL-CM6A-LR_r1i1p1f1,-0.06744274470488107
41.0,-115.0,MIROC6_r1i1p1f1,-0.38332428741589253
41.0,-115.0,MRI-ESM2-0_r1i1p1f1,-0.3914904060770105
41.0,-115.0,NorESM2-LM_r1i1p1f1,-1.2870760885027597
41.0,-113.0,ACCESS-CM2_r1i1p1f1,-0.35152056948495336
41.0,-113.0,ACCESS-ESM1-5_r1i1p1f1,-2.2492083435273442
41.0,-113.0,BCC-CSM2-MR_r1i1p1f1,-1.3262226541581061
41.0,-113.0,CNRM-CM6-1_r1i1p1f2,-1.1488414373163245
41.0,-113.0,CanESM5_r1i1p1f1,-1.1006637437945288
41.0,-113.0,GFDL-CM4_r1i1p1f1,-0.35106806494278586
41.0,-113.0,GFDL-ESM4_r1i1p1f1,0.054955945905153375
41.0,-113.0,IPSL-CM6A-LR_r1i1p1f1,-0.05142715148506688
41.0,-113.0,MIROC6_r1i1p1f1,-0.35832563407498963
41.0,-113.0,MRI-ESM2-0_r1i1p1f1,0.24736392401677845
41.0,-113.0,NorESM2-LM_r1i1p1f1,-2.751982188823098
41.0,-111.0,ACCESS-CM2_r1i1p1f1,-0.33983956185915576
41.0,-111.0,ACCESS-ESM1-5_r1i1p1f1,-1.302928965325128
41.0,-111.0,BCC-CSM2-MR_r1i1p1f1,-0.6721184638691896
41.0,-111.0,CNRM-CM6-1_r1i1p1f2,-0.24903908256331345
41.0,-111.0,CanESM5_r1i1p1f1,-0.6844787498136937
41.0,-111.0,GFDL-CM4_r1i1p1f1,-0.2643013817566015
41.0,-111.0,GFDL-ESM4_r1i1p1f1,-0.5629534176603633
41.0,-111.0,IPSL-CM6A-LR_r1i1p1f1,0.5173435176926346
41.0,-111.0,MIROC6_r1i1p1f1,-1.0827512542179347
41.0,-111.0,MRI-ESM2-0_r1i1p1f1,-1.539120356008662
41.0,-111.0,NorESM2-LM_r1i1p1f1,-2.073931213052514
41.0,-109.0,ACCESS-CM2_r1i1p1f1,0.15795538630385408
41.0,-109.0,ACCESS-ESM1-5_r1i1p1f1,-0.3850466986059403
41.0,-109.0,BCC-CSM2-MR_r1i1p1f1,-0.21608447632032843
41.0,-109.0,CNRM-CM6-1_r1i1p1f2,-0.4174062372752484
41.0,-109.0,CanESM5_r1i1p1f1,-0.4942699830164783
41.0,-109.0,GFDL-CM4_r1i1p1f1,-0.47435189132437644
41.0,-109.0,GFDL-ESM4_r1i1p1f1,-0.3441810473121404
41.0,-109.0,IPSL-CM6A-LR_r1i1p1f1,0.6259526642114143
41.0,-109.0,MIROC6_r1i1p1f1,-0.6934547290982215
41.0,-109.0,MRI-ESM2-0_r1i1p1f1,-0.47374837928787045
41.0,-109.0,NorESM2-LM_r1i1p1f1,-1.3332431554003787
41.0,-107.0,ACCESS-CM2_r1i1p1f1,0.30448256544820457
41.0,-107.0,ACCESS-ESM1-5_r1i1p1f1,0.31891705632723827
41.0,-107.0,BCC-CSM2-MR_r1i1p1f1,0.048845782828966844
41.0,-107.0,CNRM-CM6-1_r1i1p1f2,-0.061427539891757754
41.0,-107.0,CanESM5_r1i1p1f1,-0.13959484766762298
41.0,-107.0,GFDL-CM4_r1i1p1f1,-0.9118065994565668
41.0,-107.0,GFDL-ESM4_r1i1p1f1,-0.17527097738803282
41.0,-107.0,IPSL-CM6A-LR_r1i1p1f1,-0.8557174442090305
41.0,-107.0,MIROC6_r1i1p1f1,-0.7034721422133879
41.0,-107.0,MRI-ESM2-0_r1i1p1f1,-0.22667429702084252
41.0,-107.0,NorESM2-LM_r1i1p1f1,-0.7127496309554254
41.0,-105.0,ACCESS-CM2_r1i1p1f1,0.008770640020559385
41.0,-105.0,ACCESS-ESM1-5_r1i1p1f1,0.47575534891074694
41.0,-105.0,BCC-CSM2-MR_r1i1p1f1,0.08452218648504799
41.0,-105.0,CNRM-CM6-1_r1i1p1f2,-0.20775148871698548
41.0,-105.0,CanESM5_r1i1p1f1,-0.34767648186092337
41.0,-105.0,GFDL-CM4_r1i1p1f1,-1.0936333548809247
41.0,-105.0,GFDL-ESM4_r1i1p1f1,-0.7784683764194517
41.0,-105.0,IPSL-CM6A-LR_r1i1p1f1,-1.3187878996244624
41.0,-105.0,MIROC6_r1i1p1f1,-0.23596793092574408
41.0,-105.0,MRI-ESM2-0_r1i1p1f1,-0.48654901445357474
41.0,-105.0,NorESM2-LM_r1i1p1f1,-0.7159279187809263
41.0,-103.0,ACCESS-CM2_r1i1p1f1,-0.08650293992286905
41.0,-103.0,ACCESS-ESM1-5_r1i1p1f1,-0.37896034615647844
41.0,-103.0,BCC-CSM2-MR_r1i1p1f1,0.23879441960467365
41.0,-103.0,CNRM-CM6-1_r1i1p1f2,-0.7559692470901797
41.0,-103.0,CanESM5_r1i1p1f1,-0.0694073960343315
41.0,-103.0,GFDL-CM4_r1i1p1f1,-0.9532960833673062
41.0,-103.0,GFDL-ESM4_r1i1p1f1,0.192347786008865
41.0,-103.0,IPSL-CM6A-LR_r1i1p1f1,-1.7686553054460792
41.0,-103.0,MIROC6_r1i1p1f1,-0.42979983002251254
41.0,-103.0,MRI-ESM2-0_r1i1p1f1,0.11934177434928397
41.0,-103.0,NorESM2-LM_r1i1p1f1,-1.5545748580208347
41.0,-101.0,ACCESS-CM2_r1i1p1f1,0.5865778112148791
41.0,-101.0,ACCESS-ESM1-5_r1i1p1f1,-0.459254886242463
41.0,-101.0,BCC-CSM2-MR_r1i1p1f1,0.5407249036861451
41.0,-101.0,CNRM-CM6-1_r1i1p1f2,-0.23468526583006302
41.0,-101.0,CanESM5_r1i1p1f1,0.8647953474141132
41.0,-101.0,GFDL-CM4_r1i1p1f1,-0.34965175369485424
41.0,-101.0,GFDL-ESM4_r1i1p1f1,-0.5641455434154278
41.0,-101.0,IPSL-CM6A-LR_r1i1p1f1,-1.6523577530273965
41.0,-101.0,MIROC6_r1i1p1f1,-0.4528019607077709
41.0,-101.0,MRI-ESM2-0_r1i1p1f1,0.7513123571878725
41.0,-101.0,NorESM2-LM_r1i1p1f1,-0.8105055886732336
41.0,-99.0,ACCESS-CM2_r1i1p1f1,0.5472022946019754
41.0,-99.0,ACCESS-ESM1-5_r1i1p1f1,-0.37718742687028783
41.0,-99.0,BCC-CSM2-MR_r1i1p1f1,-0.1700421296853998
41.0,-99.0,CNRM-CM6-1_r1i1p1f2,-0.15522416671086287
41.0,-99.0,CanESM5_r1i1p1f1,0.17551613139932304
41.0,-99.0,GFDL-CM4_r1i1p1f1,0.21901952400328498
41.0,-99.0,GFDL-ESM4_r1i1p1f1,-1.0979969427241107
41.0,-99.0,IPSL-CM6A-LR_r1i1p1f1,-0.9989295700419559
41.0,-99.0,MIROC6_r1i1p1f1,-0.662545899097055
41.0,-99.0,MRI-ESM2-0_r1i1p1f1,1.3307366031734948
41.0,-99.0,NorESM2-LM_r1i1p1f1,-0.6763372296464054
41.0,-97.0,ACCESS-CM2_r1i1p1f1,0.6772054196150769
41.0,-97.0,ACCESS-ESM1-5_r1i1p1f1,-0.13719307011098136
41.0,-97.0,BCC-CSM2-MR_r1i1p1f1,-0.22269477055915057
41.0,-97.0,CNRM-CM6-1_r1i1p1f2,-0.1188404470822014
41.0,-97.0,CanESM5_r1i1p1f1,-0.5251657337401586
41.0,-97.0,GFDL-CM4_r1i1p1f1,0.11112230130554822
41.0,-97.0,GFDL-ESM4_r1i1p1f1,-1.2822178258482702
41.0,-97.0,IPSL-CM6A-LR_r1i1p1f1,-0.9058493873921438
41.0,-97.0,MIROC6_r1i1p1f1,-0.7174254834741112
41.0,-97.0,MRI-ESM2-0_r1i1p1f1,0.9668629592908672
41.0,-97.0,NorESM2-LM_r1i1p1f1,-0.5412093555688544
41.0,-95.0,ACCESS-CM2_r1i1p1f1,0.7456710805383285
41.0,-95.0,ACCESS-ESM1-5_r1i1p1f1,-0.07885232387050106
41.0,-95.0,BCC-CSM2-MR_r1i1p1f1,-0.20594436391715745
41.0,-95.0,CNRM-CM6-1_r1i1p1f2,-0.0392430852961323
41.0,-95.0,CanESM5_r1i1p1f1,-0.1271724306114445
41.0,-95.0,GFDL-CM4_r1i1p1f1,-0.06744019087804813
41.0,-95.0,GFDL-ESM4_r1i1p1f1,-1.2406283397964286
41.0,-95.0,IPSL-CM6A-LR_r1i1p1f1,-0.7157264700242743
41.0,-95.0,MIROC6_r1i1p1f1,-1.0064077622778453
41.0,-95.0,MRI-ESM2-0_r1i1p1f1,0.779359695121115
41.0,-95.0,NorESM2-LM_r1i1p1f1,-0.5828287998145281
41.0,-93.0,ACCESS-CM2_r1i1p1f1,0.6636409118248457
41.0,-93.0,ACCESS-ESM1-5_r1i1p1f1,-0.2176181198052542
41.0,-93.0,BCC-CSM2-MR_r1i1p1f1,-0.12297235334942426
41.0,-93.0,CNRM-CM6-1_r1i1p1f2,-0.07174784200899591
41.0,-93.0,CanESM5_r1i1p1f1,-0.19452354508698125
41.0,-93.0,GFDL-CM4_r1i1p1f1,-0.3615991855499879
41.0,-93.0,GFDL-ESM4_r1i1p1f1,-0.4837982602452563
41.0,-93.0,IPSL-CM6A-LR_r1i1p1f1,-0.6084869096534107
41.0,-93.0,MIROC6_r1i1p1f1,-0.4763063598332697
41.0,-93.0,MRI-ESM2-0_r1i1p1f1,0.2712099482930377
41.0,-93.0,NorESM2-LM_r1i1p1f1,-1.1842803734764888
41.0,-91.0,ACCESS-CM2_r1i1p1f1,0.9227341580373813
41.0,-91.0,ACCESS-ESM1-5_r1i1p1f1,-0.26167482104269757
41.0,-91.0,BCC-CSM2-MR_r1i1p1f1,-0.09785719693746853
41.0,-91.0,CNRM-CM6-1_r1i1p1f2,0.009786581968776534
41.0,-91.0,CanESM5_r1i1p1f1,-0.23143781798722032
41.0,-91.0,GFDL-CM4_r1i1p1f1,-0.7682641928206755
41.0,-91.0,GFDL-ESM4_r1i1p1f1,-0.5469444074022859
41.0,-91.0,IPSL-CM6A-LR_r1i1p1f1,-0.8951409891696148
41.0,-91.0,MIROC6_r1i1p1f1,-0.2986917827960478
41.0,-91.0,MRI-ESM2-0_r1i1p1f1,0.24583953590065763
41.0,-91.0,NorESM2-LM_r1i1p1f1,-1.6155339723375641
41.0,-89.0,ACCESS-CM2_r1i1p1f1,0.22334359565597464
41.0,-89.0,ACCESS-ESM1-5_r1i1p1f1,-0.23156273239635106
41.0,-89.0,BCC-CSM2-MR_r1i1p1f1,-0.09356982922510168
41.0,-89.0,CNRM-CM6-1_r1i1p1f2,-0.030651263741241257
41.0,-89.0,CanESM5_r1i1p1f1,-0.3928308293622207
41.0,-89.0,GFDL-CM4_r1i1p1f1,-0.7227574166785461
41.0,-89.0,GFDL-ESM4_r1i1p1f1,-0.5363120134171183
41.0,-89.0,IPSL-CM6A-LR_r1i1p1f1,-1.1519182664052952
41.0,-89.0,MIROC6_r1i1p1f1,-0.15276196848843154
41.0,-89.0,MRI-ESM2-0_r1i1p1f1,0.4557945153636885
41.0,-89.0,NorESM2-LM_r1i1p1f1,-1.5258496511133997
41.0,-87.0,ACCESS-CM2_r1i1p1f1,-0.8603297350889388
41.0,-87.0,ACCESS-ESM1-5_r1i1p1f1,-0.23930324274266498
41.0,-87.0,BCC-CSM2-MR_r1i1p1f1,-0.13028174433446985
41.0,-87.0,CNRM-CM6-1_r1i1p1f2,-0.04601645137091089
41.0,-87.0,CanESM5_r1i1p1f1,-0.8141827576216156
41.0,-87.0,GFDL-CM4_r1i1p1f1,-0.1084854353992381
41.0,-87.0,GFDL-ESM4_r1i1p1f1,-0.8263927243914692
41.0,-87.0,IPSL-CM6A-LR_r1i1p1f1,-1.39013778886812
41.0,-87.0,MIROC6_r1i1p1f1,-0.12302567387363993
41.0,-87.0,MRI-ESM2-0_r1i1p1f1,0.05630682081804022
41.0,-87.0,NorESM2-LM_r1i1p1f1,-1.7138517937178697
41.0,-85.0,ACCESS-CM2_r1i1p1f1,-0.3162880093255161
41.0,-85.0,ACCESS-ESM1-5_r1i1p1f1,-0.2441765582992189
41.0,-85.0,BCC-CSM2-MR_r1i1p1f1,-0.3855855739132287
41.0,-85.0,CNRM-CM6-1_r1i1p1f2,-0.09785573621359893
41.0,-85.0,CanESM5_r1i1p1f1,-0.8908874910588042
41.0,-85.0,GFDL-CM4_r1i1p1f1,-0.4761549980073901
41.0,-85.0,GFDL-ESM4_r1i1p1f1,-0.8983655296703739
41.0,-85.0,IPSL-CM6A-LR_r1i1p1f1,-1.1601044845913937
41.0,-85.0,MIROC6_r1i1p1f1,-0.10464741612047447
41.0,-85.0,MRI-ESM2-0_r1i1p1f1,-0.5384090489268144
41.0,-85.0,NorESM2-LM_r1i1p1f1,-1.1106206036156603
41.0,-81.0,ACCESS-CM2_r1i1p1f1,-0.687072198747154
41.0,-81.0,ACCESS-ESM1-5_r1i1p1f1,-0.7075568683364694
41.0,-81.0,BCC-CSM2-MR_r1i1p1f1,-0.14925254125173457
41.0,-81.0,CNRM-CM6-1_r1i1p1f2,0.0316467569527538
41.0,-81.0,CanESM5_r1i1p1f1,-0.7513657295821898
41.0,-81.0,GFDL-CM4_r1i1p1f1,-0.8997299291097061
41.0,-81.0,GFDL-ESM4_r1i1p1f1,-0.7330935394673173
41.0,-81.0,IPSL-CM6A-LR_r1i1p1f1,-1.8579500807199898
41.0,-81.0,MIROC6_r1i1p1f1,-0.31467194454753533
41.0,-81.0,MRI-ESM2-0_r1i1p1f1,-0.31783142642508405
41.0,-81.0,NorESM2-LM_r1i1p1f1,-1.0080215573645068
41.0,-79.0,ACCESS-CM2_r1i1p1f1,-0.4659143512028211
41.0,-79.0,ACCESS-ESM1-5_r1i1p1f1,-0.4307262113985513
41.0,-79.0,BCC-CSM2-MR_r1i1p1f1,-0.2101739978379946
41.0,-79.0,CNRM-CM6-1_r1i1p1f2,-0.054513990359036535
41.0,-79.0,CanESM5_r1i1p1f1,-0.6633784149223232
41.0,-79.0,GFDL-CM4_r1i1p1f1,-1.1970196831079891
41.0,-79.0,GFDL-ESM4_r1i1p1f1,-0.6286766167922706
41.0,-79.0,IPSL-CM6A-LR_r1i1p1f1,-2.4276809395317756
41.0,-79.0,MIROC6_r1i1p1f1,-0.5997743257839329
41.0,-79.0,MRI-ESM2-0_r1i1p1f1,-0.471202320304351
41.0,-79.0,NorESM2-LM_r1i1p1f1,-1.323471034140695
41.0,-77.0,ACCESS-CM2_r1i1p1f1,-0.34881611961372566
41.0,-77.0,ACCESS-ESM1-5_r1i1p1f1,-0.2581304917499171
41.0,-77.0,BCC-CSM2-MR_r1i1p1f1,-0.7152351964955872
41.0,-77.0,CNRM-CM6-1_r1i1p1f2,-0.21761029089672188
41.0,-77.0,CanESM5_r1i1p1f1,-0.48935391843985554
41.0,-77.0,GFDL-CM4_r1i1p1f1,-1.5628940467152146
41.0,-77.0,GFDL-ESM4_r1i1p1f1,-0.7216024305425206
41.0,-77.0,IPSL-CM6A-LR_r1i1p1f1,-2.398011411031085
41.0,-77.0,MIROC6_r1i1p1f1,-0.7793802037587619
41.0,-77.0,MRI-ESM2-0_r1i1p1f1,-1.0934034771513723
41.0,-77.0,NorESM2-LM_r1i1p1f1,-1.3854335741922745
41.0,-75.0,ACCESS-CM2_r1i1p1f1,-0.3880983058741088
41.0,-75.0,ACCESS-ESM1-5_r1i1p1f1,-0.13428680137636897
41.0,-75.0,BCC-CSM2-MR_r1i1p1f1,-0.46936854841206815
41.0,-75.0,CNRM-CM6-1_r1i1p1f2,-0.21644703580639627
41.0,-75.0,CanESM5_r1i1p1f1,-0.482367840434568
41.0,-75.0,GFDL-CM4_r1i1p1f1,-2.0551083919357978
41.0,-75.0,GFDL-ESM4_r1i1p1f1,-1.553463004583811
41.0,-75.0,IPSL-CM6A-LR_r1i1p1f1,-1.9562045017894416
41.0,-75.0,MIROC6_r1i1p1f1,-0.6761826970258235
41.0,-75.0,MRI-ESM2-0_r1i1p1f1,-1.0541382649981172
41.0,-75.0,NorESM2-LM_r1i1p1f1,-1.7257348717699355
41.0,-7.0,ACCESS-CM2_r1i1p1f1,0.0
41.0,-7.0,ACCESS-ESM1-5_r1i1p1f1,-0.005877945506812598
41.0,-7.0,BCC-CSM2-MR_r1i1p1f1,0.0
41.0,-7.0,CNRM-CM6-1_r1i1p1f2,-0.0057568335871060585
41.0,-7.0,CanESM5_r1i1p1f1,0.0
41.0,-7.0,GFDL-CM4_r1i1p1f1,-0.041191991270728805
41.0,-7.0,GFDL-ESM4_r1i1p1f1,-1.3260499553303522
41.0,-7.0,IPSL-CM6A-LR_r1i1p1f1,-1.7022528742898961
41.0,-7.0,MIROC6_r1i1p1f1,0.0
41.0,-7.0,MRI-ESM2-0_r1i1p1f1,0.0
41.0,-5.0,ACCESS-CM2_r1i1p1f1,-0.00042637089490264187
41.0,-5.0,ACCESS-ESM1-5_r1i1p1f1,-0.6307063783946616
41.0,-5.0,BCC-CSM2-MR_r1i1p1f1,-3.8551448432428103e-08
41.0,-5.0,CNRM-CM6-1_r1i1p1f2,-0.20276772954537672
41.0,-5.0,CanESM5_r1i1p1f1,-0.019011722841618024
41.0,-5.0,GFDL-CM4_r1i1p1f1,0.007525436715300603
41.0,-5.0,GFDL-ESM4_r1i1p1f1,0.022233484895908106
41.0,-5.0,IPSL-CM6A-LR_r1i1p1f1,-2.165946784842667
41.0,-5.0,MIROC6_r1i1p1f1,0.0
41.0,-5.0,MRI-ESM2-0_r1i1p1f1,0.0
41.0,-3.0,ACCESS-CM2_r1i1p1f1,-0.08780696154938798
41.0,-3.0,ACCESS-ESM1-5_r1i1p1f1,-0.6171797170752323
41.0,-3.0,BCC-CSM2-MR_r1i1p1f1,-2.6529104848467236e-07
41.0,-3.0,CNRM-CM6-1_r1i1p1f2,-0.48589003275011633
41.0,-3.0,CanESM5_r1i1p1f1,-0.00869347475840515
41.0,-3.0,GFDL-CM4_r1i1p1f1,0.05421359368331375
41.0,-3.0,GFDL-ESM4_r1i1p1f1,-0.13115488936120068
41.0,-3.0,IPSL-CM6A-LR_r1i1p1f1,-1.2661543032905105
41.0,-3.0,MIROC6_r1i1p1f1,0.0
41.0,-3.0,MRI-ESM2-0_r1i1p1f1,-0.0804529106845944
41.0,-1.0,ACCESS-CM2_r1i1p1f1,-0.021644451191164656
41.0,-1.0,ACCESS-ESM1-5_r1i1p1f1,-0.1360255189516987
41.0,-1.0,BCC-CSM2-MR_r1i1p1f1,8.698235843785078e-07
41.0,-1.0,CNRM-CM6-1_r1i1p1f2,-0.9129209978559377
41.0,-1.0,CanESM5_r1i1p1f1,-0.04593625586519792
