product,lat,lon,swe_trend_pct
ERA5-Land,37.0,63.0,-0.8564375687322375
ERA5-Land,37.0,65.0,-2.9656049744217317
ERA5-Land,37.0,67.0,-3.4021208121121185
ERA5-Land,37.0,69.0,-1.720661864806126
ERA5-Land,37.0,71.0,-0.15920237976624216
ERA5-Land,37.0,73.0,-0.0345657646679446
ERA5-Land,37.0,75.0,-0.017240116843061846
ERA5-Land,37.0,77.0,-0.017162182742457645
ERA5-Land,37.0,79.0,0.2841838941142163
ERA5-Land,37.0,81.0,0.19031412558115082
ERA5-Land,37.0,83.0,0.07589945752927563
ERA5-Land,37.0,85.0,0.11654227044114308
ERA5-Land,37.0,87.0,-0.3534944437405991
ERA5-Land,37.0,89.0,0.22936239419666396
ERA5-Land,37.0,91.0,0.6689530416223436
ERA5-Land,37.0,93.0,0.42414193351709584
ERA5-Land,37.0,95.0,-0.07428271630273958
ERA5-Land,37.0,97.0,0.1424750867805463
ERA5-Land,37.0,99.0,0.1500227618642461
ERA5-Land,37.0,101.0,-1.1214974158330768
ERA5-Land,37.0,103.0,-1.4709182420271012
ERA5-Land,37.0,105.0,-2.079745914044767
ERA5-Land,37.0,107.0,-2.4649414779307537
ERA5-Land,37.0,109.0,-3.3808838206961336
ERA5-Land,37.0,111.0,-2.4997468211713203
ERA5-Land,37.0,113.0,-1.8900452240835794
ERA5-Land,37.0,115.0,-0.7985852280482875
ERA5-Land,39.0,-121.0,0.2105801242507567
ERA5-Land,39.0,-119.0,-0.20248950499588725
ERA5-Land,39.0,-117.0,-0.38577701240716683
ERA5-Land,39.0,-115.0,0.006320308415646555
ERA5-Land,39.0,-113.0,-0.8687120243618387
ERA5-Land,39.0,-111.0,-1.225310197996727
ERA5-Land,39.0,-109.0,-1.6511918738791436
ERA5-Land,39.0,-107.0,-0.6646471853373778
ERA5-Land,39.0,-105.0,-1.4063401202669004
ERA5-Land,39.0,-103.0,-1.5217063698634354
ERA5-Land,39.0,-101.0,-1.3256643038537694
ERA5-Land,39.0,-99.0,-1.2267847194073267
ERA5-Land,39.0,-97.0,-0.43190303800492386
ERA5-Land,39.0,-95.0,-0.043046795374030576
ERA5-Land,39.0,-93.0,0.15605313957238162
ERA5-Land,39.0,-91.0,0.09410037313598141
ERA5-Land,39.0,-89.0,-0.10498553253775268
ERA5-Land,39.0,-87.0,0.14285207547309678
ERA5-Land,39.0,-85.0,0.2888829479272446
ERA5-Land,39.0,-83.0,0.06979555100708015
ERA5-Land,39.0,-81.0,-0.1253776527527166
ERA5-Land,39.0,-79.0,0.05350029765714131
ERA5-Land,39.0,-5.0,0.057969802940784944
ERA5-Land,39.0,-3.0,0.9278783539746761
ERA5-Land,39.0,31.0,-0.8325426169376063
ERA5-Land,39.0,33.0,-0.8873599627263884
ERA5-Land,39.0,35.0,-0.7430039908811416
ERA5-Land,39.0,37.0,-1.7607529556914083
ERA5-Land,39.0,39.0,-0.9431658418291808
ERA5-Land,39.0,41.0,-0.915325232776185
ERA5-Land,39.0,43.0,-0.8698461436098522
ERA5-Land,39.0,45.0,-1.1510982069927245
ERA5-Land,39.0,47.0,-1.7466154453114995
ERA5-Land,39.0,55.0,-0.9646855314060675
ERA5-Land,39.0,57.0,-3.173375569385206
ERA5-Land,39.0,59.0,-0.6647944585836164
ERA5-Land,39.0,65.0,-0.5970127823990113
ERA5-Land,39.0,67.0,-0.6056743769800655
ERA5-Land,39.0,69.0,-0.48619147028552384
ERA5-Land,39.0,71.0,-0.10114104692582686
ERA5-Land,39.0,73.0,0.0011821805616919812
ERA5-Land,39.0,75.0,-0.19958190135105017
ERA5-Land,39.0,77.0,-0.8493539963908003
ERA5-Land,39.0,79.0,-0.006023032619140509
ERA5-Land,39.0,87.0,-0.6691065941038075
ERA5-Land,39.0,89.0,-0.7628227105789206
ERA5-Land,39.0,91.0,-2.038863165811814
ERA5-Land,39.0,93.0,-0.621369446936862
ERA5-Land,39.0,95.0,0.019731749919505114
ERA5-Land,39.0,97.0,0.12497319778252722
ERA5-Land,39.0,99.0,-0.5262408218266638
ERA5-Land,39.0,101.0,-1.355583915976916
ERA5-Land,39.0,103.0,-1.6536712355430836
ERA5-Land,39.0,105.0,-1.4014510314409618
ERA5-Land,39.0,107.0,-1.695308467426756
ERA5-Land,39.0,109.0,-1.7162984669039278
ERA5-Land,39.0,111.0,-1.5602648320131784
ERA5-Land,39.0,113.0,-1.404492817377865
ERA5-Land,39.0,115.0,-1.012372945580988
ERA5-Land,41.0,-123.0,0.024109004476623428
ERA5-Land,41.0,-121.0,-0.03852773702581144
ERA5-Land,41.0,-119.0,0.17983565302868565
ERA5-Land,41.0,-117.0,0.03617266876373423
ERA5-Land,41.0,-115.0,0.20175577422059654
ERA5-Land,41.0,-113.0,0.047034370272339504
ERA5-Land,41.0,-111.0,-0.794532379713491
ERA5-Land,41.0,-109.0,-0.741697228621455
ERA5-Land,41.0,-107.0,-0.7967730758668111
ERA5-Land,41.0,-105.0,-0.6385150569552833
ERA5-Land,41.0,-103.0,-1.9911272079458164
ERA5-Land,41.0,-101.0,-1.6943613281256145
ERA5-Land,41.0,-99.0,-1.1715629976715638
ERA5-Land,41.0,-97.0,-0.7094716560216797
ERA5-Land,41.0,-95.0,-0.18104194202509136
ERA5-Land,41.0,-93.0,0.5911492544296231
ERA5-Land,41.0,-91.0,0.8074545972883664
ERA5-Land,41.0,-89.0,-0.13100990475763802
ERA5-Land,41.0,-87.0,-0.6552105295371162
ERA5-Land,41.0,-85.0,-0.24275382067235787
ERA5-Land,41.0,-81.0,0.29536703022259
ERA5-Land,41.0,-79.0,0.09570825318836458
ERA5-Land,41.0,-77.0,0.19335145248709007
ERA5-Land,41.0,-7.0,0.2756014391832956
ERA5-Land,41.0,-5.0,1.247501514005245
ERA5-Land,41.0,-3.0,1.5416946068417818
ERA5-Land,41.0,-1.0,1.0157556313840794
ERA5-Land,41.0,21.0,-1.556893939031427
ERA5-Land,41.0,43.0,-0.9621956692506877
ERA5-Land,41.0,45.0,-1.2152724157097141
ERA5-Land,41.0,47.0,-1.1775233088848585
ERA5-Land,41.0,55.0,-2.524293785157109
ERA5-Land,41.0,57.0,-1.3191330991917045
ERA5-Land,41.0,59.0,-0.884105002079708
ERA5-Land,41.0,61.0,-1.1750037543774443
ERA5-Land,41.0,63.0,-0.7958097397975784
ERA5-Land,41.0,65.0,-1.975730083629339
ERA5-Land,41.0,67.0,-1.705498957284884
ERA5-Land,41.0,69.0,-1.4008932412061927
ERA5-Land,41.0,71.0,0.02624146377020162
ERA5-Land,41.0,73.0,-0.10097346420351767
ERA5-Land,41.0,75.0,0.00906156121728616
ERA5-Land,41.0,77.0,-0.19109219800168742
ERA5-Land,41.0,79.0,-0.6177690827823695
ERA5-Land,41.0,81.0,-0.22837760350638264
ERA5-Land,41.0,83.0,-2.6548720754304886
ERA5-Land,41.0,85.0,-1.6964151736024085
ERA5-Land,41.0,87.0,-0.8738531781150338
ERA5-Land,41.0,89.0,-1.6688507366530017
ERA5-Land,41.0,91.0,-1.0291415988629014
ERA5-Land,41.0,93.0,-0.22729608924804626
ERA5-Land,41.0,95.0,-1.1949794023099503
ERA5-Land,41.0,97.0,-0.9540551980693034
ERA5-Land,41.0,99.0,-0.5695255991492891
ERA5-Land,41.0,101.0,-0.004845576067412098
ERA5-Land,41.0,103.0,-0.4417487401726505
ERA5-Land,41.0,105.0,-0.9444605812216992
ERA5-Land,41.0,107.0,-1.546147865517991
ERA5-Land,41.0,109.0,-2.230794024149761
ERA5-Land,41.0,111.0,-2.0293795905249246
ERA5-Land,41.0,113.0,-2.032602461489151
ERA5-Land,41.0,115.0,-2.183433804869177
ERA5-Land,41.0,117.0,-1.5458553657922969
ERA5-Land,41.0,125.0,-1.2046994093697698
ERA5-Land,43.0,-123.0,0.199997627303239
ERA5-Land,43.0,-121.0,-0.1306406891733
ERA5-Land,43.0,-119.0,-0.11138802254751172
ERA5-Land,43.0,-117.0,0.08013697172091222
ERA5-Land,43.0,-115.0,-0.39868132468711065
ERA5-Land,43.0,-113.0,-0.1380867804740165
ERA5-Land,43.0,-111.0,-0.27655471542413074
ERA5-Land,43.0,-109.0,-0.6822356291849009
ERA5-Land,43.0,-107.0,0.14329938147319676
ERA5-Land,43.0,-105.0,-0.4083167181202149
ERA5-Land,43.0,-103.0,-1.3169014516346298
ERA5-Land,43.0,-101.0,-0.999568225932991
ERA5-Land,43.0,-99.0,-0.8480437699878255
ERA5-Land,43.0,-97.0,-0.08000846659986481
ERA5-Land,43.0,-95.0,-0.002320592088622632
ERA5-Land,43.0,-93.0,0.20763619801918445
ERA5-Land,43.0,-91.0,0.23606580365269503
ERA5-Land,43.0,-89.0,0.5069735761248028
ERA5-Land,43.0,-85.0,0.10050195242935274
ERA5-Land,43.0,-75.0,0.5751537026451937
ERA5-Land,43.0,-73.0,0.22493614337381657
ERA5-Land,43.0,1.0,0.06573768809464975
ERA5-Land,43.0,21.0,-1.3155262000030747
ERA5-Land,43.0,23.0,-1.3078246845524542
ERA5-Land,43.0,25.0,-0.9651786315890835
ERA5-Land,43.0,43.0,-0.7701691811128879
ERA5-Land,43.0,45.0,-0.9166123263274214
ERA5-Land,43.0,55.0,-3.2512343401735166
ERA5-Land,43.0,57.0,-3.4778437740023858
ERA5-Land,43.0,59.0,-2.8652593634985952
ERA5-Land,43.0,61.0,-1.2692368899907769
ERA5-Land,43.0,63.0,-1.0865559673767125
ERA5-Land,43.0,65.0,-1.322680748952765
ERA5-Land,43.0,67.0,-2.279873128958566
ERA5-Land,43.0,69.0,-1.8607749783527476
ERA5-Land,43.0,71.0,-0.3097937603743147
ERA5-Land,43.0,73.0,-0.16544213877062142
ERA5-Land,43.0,75.0,-0.20770672333532242
ERA5-Land,43.0,79.0,-0.17156094987947357
ERA5-Land,43.0,81.0,-0.37487563656534006
ERA5-Land,43.0,83.0,-0.40050783112060895
ERA5-Land,43.0,85.0,-0.2794331380677227
ERA5-Land,43.0,87.0,-1.7225052603922062
ERA5-Land,43.0,89.0,-1.445504133162731
ERA5-Land,43.0,91.0,-2.140168786517028
ERA5-Land,43.0,93.0,-1.5461814970373775
ERA5-Land,43.0,95.0,-1.6293640436103733
ERA5-Land,43.0,97.0,-1.4031327634537705
ERA5-Land,43.0,99.0,-1.253694286300437
ERA5-Land,43.0,101.0,-0.7838027596527813
ERA5-Land,43.0,103.0,-1.5078478820238945
ERA5-Land,43.0,105.0,-1.802142817403145
ERA5-Land,43.0,107.0,-1.5061355948212696
ERA5-Land,43.0,109.0,-1.596861555282395
ERA5-Land,43.0,111.0,-2.2305958210616477
ERA5-Land,43.0,113.0,-2.586161462750857
ERA5-Land,43.0,115.0,-2.505111112935662
ERA5-Land,43.0,117.0,-2.8174252480528503
ERA5-Land,43.0,119.0,-1.681188122590994
ERA5-Land,43.0,121.0,-1.2168875694080572
ERA5-Land,43.0,123.0,-1.722617140780972
ERA5-Land,43.0,125.0,-0.8820428928506158
ERA5-Land,43.0,127.0,-1.0709834733705905
ERA5-Land,43.0,129.0,-0.7409986721020846
ERA5-Land,45.0,-121.0,0.5979293965895193
ERA5-Land,45.0,-119.0,0.03399936294962492
ERA5-Land,45.0,-117.0,0.35447015073734145
ERA5-Land,45.0,-115.0,0.05471863744441293
ERA5-Land,45.0,-113.0,-0.22281245950005474
ERA5-Land,45.0,-111.0,-0.14815390509244822
ERA5-Land,45.0,-109.0,-0.6136183633194852
ERA5-Land,45.0,-107.0,-0.7100465107750521
ERA5-Land,45.0,-105.0,-1.3025798290424233
ERA5-Land,45.0,-103.0,-1.2335309293545191
ERA5-Land,45.0,-101.0,-0.5529755624494015
ERA5-Land,45.0,-99.0,-0.16845626370611322
ERA5-Land,45.0,-97.0,0.06807212094515333
ERA5-Land,45.0,-95.0,0.18639198966007814
ERA5-Land,45.0,-93.0,0.22101393869323743
ERA5-Land,45.0,-91.0,0.2874411747772514
ERA5-Land,45.0,-89.0,0.10386747411163202
ERA5-Land,45.0,-79.0,-0.12097785306718102
ERA5-Land,45.0,-77.0,0.2859429940305749
ERA5-Land,45.0,-75.0,0.2663795931485337
ERA5-Land,45.0,-73.0,0.3464789958485516
ERA5-Land,45.0,-71.0,0.5988397117975656
ERA5-Land,45.0,1.0,-0.6600041707853798
ERA5-Land,45.0,3.0,-0.9994697180109093
ERA5-Land,45.0,5.0,-1.399187589777551
ERA5-Land,45.0,7.0,0.03129614595515583
ERA5-Land,45.0,17.0,-0.898420606651313
ERA5-Land,45.0,19.0,-0.31186983576192
ERA5-Land,45.0,21.0,-0.3284919290441134
ERA5-Land,45.0,23.0,-1.6667789447664108
ERA5-Land,45.0,25.0,-1.6476806006829428
ERA5-Land,45.0,27.0,-1.3798887825193091
ERA5-Land,45.0,41.0,-1.5854371032895207
ERA5-Land,45.0,43.0,-2.046911402016762
ERA5-Land,45.0,45.0,-2.151271516163105
ERA5-Land,45.0,55.0,-1.6870476117972286
ERA5-Land,45.0,57.0,-2.335744660236773
ERA5-Land,45.0,63.0,-2.262456533373201
ERA5-Land,45.0,65.0,-1.6222135914894729
ERA5-Land,45.0,67.0,-0.7725355590363666
ERA5-Land,45.0,69.0,-0.9840314798743623
ERA5-Land,45.0,71.0,-1.4934973514881067
ERA5-Land,45.0,73.0,-1.9381259407376352
ERA5-Land,45.0,75.0,-1.3885323699084
ERA5-Land,45.0,77.0,-1.2890707718738459
ERA5-Land,45.0,79.0,-0.42576353131067196
ERA5-Land,45.0,81.0,-0.3707226933910402
ERA5-Land,45.0,83.0,-0.7582850014598986
ERA5-Land,45.0,85.0,-0.27541839392928913
ERA5-Land,45.0,87.0,-1.2645547257821421
ERA5-Land,45.0,89.0,-1.0582071857450577
ERA5-Land,45.0,91.0,-0.9574681228295522
ERA5-Land,45.0,93.0,-0.6618798141139296
ERA5-Land,45.0,95.0,-0.7522935729991962
ERA5-Land,45.0,97.0,-0.8242460991594649
ERA5-Land,45.0,99.0,-0.7498575459251856
ERA5-Land,45.0,101.0,-1.1217552218716151
ERA5-Land,45.0,103.0,-1.4990636862002265
ERA5-Land,45.0,105.0,-2.3398024197997533
ERA5-Land,45.0,107.0,-2.4581686425934395
ERA5-Land,45.0,109.0,-2.924749485315767
ERA5-Land,45.0,111.0,-3.0967004001367
ERA5-Land,45.0,113.0,-3.1385365926372164
ERA5-Land,45.0,115.0,-3.2561831091644633
ERA5-Land,45.0,117.0,-2.7054525450702838
ERA5-Land,45.0,119.0,-2.6850877436483174
ERA5-Land,45.0,121.0,-1.6665064692585438
ERA5-Land,45.0,123.0,-1.4956042445950986
ERA5-Land,45.0,125.0,-1.2171249813566694
ERA5-Land,45.0,127.0,-1.9959367474413856
ERA5-Land,45.0,129.0,-1.5760498067682067
ERA5-Land,45.0,131.0,-1.2403942821092389
ERA5-Land,45.0,133.0,-0.34774312360000764
ERA5-Land,47.0,-121.0,0.38778615067366273
ERA5-Land,47.0,-119.0,0.547470103983408
ERA5-Land,47.0,-117.0,1.52062074053006
ERA5-Land,47.0,-115.0,0.4489524529411325
ERA5-Land,47.0,-113.0,0.3775444309872042
ERA5-Land,47.0,-111.0,0.392587408628915
ERA5-Land,47.0,-109.0,-0.42607357257117595
ERA5-Land,47.0,-107.0,0.037557334440764534
ERA5-Land,47.0,-105.0,-0.13602428400688557
ERA5-Land,47.0,-103.0,-0.15528005407437742
ERA5-Land,47.0,-101.0,0.00018106489939285288
ERA5-Land,47.0,-99.0,0.03320813022779781
ERA5-Land,47.0,-97.0,0.503548160401598
ERA5-Land,47.0,-95.0,0.286339804192793
ERA5-Land,47.0,-93.0,-0.382525223656974
ERA5-Land,47.0,-83.0,0.24161598992222846
ERA5-Land,47.0,-81.0,0.44551493845698614
ERA5-Land,47.0,-79.0,0.6367543033823113
ERA5-Land,47.0,-77.0,0.7898949968880534
ERA5-Land,47.0,-75.0,0.5021787166683105
ERA5-Land,47.0,-73.0,0.4659928278853859
ERA5-Land,47.0,1.0,-0.19655127062443967
ERA5-Land,47.0,3.0,-0.8748779148102963
ERA5-Land,47.0,5.0,-1.574636714292189
ERA5-Land,47.0,7.0,-0.3109111006714781
ERA5-Land,47.0,9.0,-0.09971330472140169
ERA5-Land,47.0,11.0,-0.023160013996342425
ERA5-Land,47.0,13.0,-0.23194025446629415
ERA5-Land,47.0,15.0,-1.4938558732408058
ERA5-Land,47.0,17.0,-0.47191168129581035
ERA5-Land,47.0,19.0,-0.11438128721341463
ERA5-Land,47.0,21.0,-0.040132273522167125
ERA5-Land,47.0,23.0,-2.0166588918655646
ERA5-Land,47.0,25.0,-2.0837427109941635
ERA5-Land,47.0,27.0,-1.1825717782856027
ERA5-Land,47.0,29.0,-0.7638550944334113
ERA5-Land,47.0,39.0,-1.114158007467458
ERA5-Land,47.0,41.0,-1.7771046972957416
ERA5-Land,47.0,43.0,-2.0335652652138005
ERA5-Land,47.0,45.0,-1.6787785401601307
ERA5-Land,47.0,47.0,-1.1604677874696807
ERA5-Land,47.0,49.0,-0.8828408460906289
ERA5-Land,47.0,55.0,-2.028478792560854
ERA5-Land,47.0,57.0,-2.0529203032946732
ERA5-Land,47.0,59.0,-2.406483769006552
ERA5-Land,47.0,63.0,-2.5184689257447403
ERA5-Land,47.0,65.0,-2.9930651885023516
ERA5-Land,47.0,67.0,-3.32651010689929
ERA5-Land,47.0,69.0,-3.5605076494756425
ERA5-Land,47.0,71.0,-2.8258802737435498
ERA5-Land,47.0,73.0,-3.08875145207271
ERA5-Land,47.0,77.0,-1.9186686143599991
ERA5-Land,47.0,79.0,-1.6099062457338378
ERA5-Land,47.0,81.0,-0.7144197802747325
