t_product,MRBID,tmean_trend
BEST,4130.0,0.3223884417635525
BEST,4131.0,0.18564564420014446
BEST,4132.0,0.43678668958035877
BEST,4133.0,0.418717238090921
BEST,4134.0,0.1901453463930478
BEST,4207.0,0.4664866897042176
BEST,4210.0,0.2459826645037262
BEST,4211.0,0.2501396764488866
BEST,4214.0,0.26955456991869536
BEST,4216.0,0.4059233245681751
BEST,4217.0,0.4261852898225437
BEST,4218.0,0.2496078026440443
BEST,4219.0,0.14758415963292945
BEST,4222.0,0.3880097854527349
BEST,4229.0,0.3132266779703466
BEST,4231.0,0.3084384220164732
BEST,4234.0,0.43726814997106167
BEST,4236.0,0.3272083200492668
BEST,4238.0,0.21317134580767255
BEST,4245.0,0.2268628986098415
BEST,4401.0,0.08221762450612458
BEST,4405.0,0.22595382873347059
BEST,4406.0,0.15292824876836994
BEST,4408.0,0.24042260568253618
BEST,4410.0,0.06546398736993389
BEST,4413.0,0.1058642855246206
BEST,4414.0,-0.05755308264972836
BEST,4416.0,0.051353806099419606
BEST,4418.0,-0.1584613721894823
BEST,4420.0,0.09018529766284479
BEST,4421.0,0.140303889707047
BEST,4423.0,0.2274990747624418
BEST,4426.0,0.057715798790772474
BEST,4427.0,0.03166228429980302
BEST,4428.0,0.059258534538848676
BEST,4430.0,0.1999453935940991
BEST,4431.0,0.1135071248751708
BEST,4435.0,0.32610775713588547
BEST,4901.0,0.19779080247442649
BEST,6102.0,0.8677265756244095
BEST,6103.0,0.9564755190180106
BEST,6105.0,0.6847628201723286
BEST,6106.0,0.7556919761975687
BEST,6107.0,0.6503679390158291
BEST,6108.0,0.8536630534668375
BEST,6109.0,0.5760985352205275
BEST,6111.0,0.6841404640204751
BEST,6112.0,0.7813845335765607
BEST,6113.0,0.8716348262356223
BEST,6114.0,0.8616772323327229
BEST,6201.0,0.6082002698867943
BEST,6202.0,0.5117369779514611
BEST,6204.0,0.517830552329605
BEST,6205.0,0.4553132922906186
BEST,6206.0,0.49420033354848847
BEST,6209.0,0.5007071309875109
BEST,6210.0,0.2005732525591379
BEST,6212.0,0.2546197270505696
BEST,6213.0,0.5144243026755411
BEST,6214.0,0.54671828789865
BEST,6218.0,1.0200106411310828
BEST,6219.0,0.7700541921874018
BEST,6220.0,0.867955373517775
BEST,6221.0,0.4288939278096455
BEST,6222.0,0.7842569073993542
BEST,6223.0,0.622889644808329
BEST,6224.0,0.8689940210026668
BEST,6227.0,0.6843546885959408
BEST,6229.0,0.4725728046947215
BEST,6232.0,0.5807936351107574
BEST,6234.0,0.49335962411633183
BEST,6235.0,0.7342892936313262
BEST,6236.0,0.4648364425287748
BEST,6239.0,0.9238596861281311
BEST,6241.0,0.3252799973971564
BEST,6242.0,0.4170974336868593
BEST,6243.0,0.38486767638033004
BEST,6244.0,0.41699330699687037
BEST,6251.0,0.4957536496131751
BEST,6255.0,0.7725728380573376
BEST,6258.0,0.4981021104353714
BEST,6259.0,0.48549508453509
BEST,6902.0,0.5141595371076643
BEST,6903.0,0.532214203814746
ERA5-Land,2101.0,1.020707402457668
ERA5-Land,2102.0,0.6739199739513992
ERA5-Land,2103.0,0.6010367746398405
ERA5-Land,2104.0,0.5017903772389971
ERA5-Land,2105.0,0.5292479276508711
ERA5-Land,2106.0,0.44185445024549347
ERA5-Land,2107.0,0.45281926532632244
ERA5-Land,2108.0,0.20889668288834123
ERA5-Land,2109.0,0.6046392442418947
ERA5-Land,2110.0,0.6092913743221215
ERA5-Land,2111.0,0.8098824097559996
ERA5-Land,2112.0,0.8161423149827068
ERA5-Land,2113.0,0.5156801342964168
ERA5-Land,2114.0,0.7785811923852779
ERA5-Land,2115.0,0.4225382381015325
ERA5-Land,2116.0,0.19923885193734314
ERA5-Land,2117.0,0.3370389690134382
ERA5-Land,2302.0,0.42917047978972084
ERA5-Land,2306.0,0.3474152183760762
ERA5-Land,2309.0,0.4392692981232682
ERA5-Land,2310.0,0.017639521509412885
ERA5-Land,2319.0,0.4685386342362344
ERA5-Land,2320.0,0.5043946057154244
ERA5-Land,2401.0,0.2811809942177014
ERA5-Land,2402.0,0.8615056932682068
ERA5-Land,2404.0,0.3419270681396281
ERA5-Land,2413.0,1.3250201931666798
ERA5-Land,2415.0,0.3563891039402396
ERA5-Land,2417.0,0.3816559690615976
ERA5-Land,2418.0,0.3490421865995107
ERA5-Land,2421.0,0.3197002982040162
ERA5-Land,2423.0,0.2808270631358032
ERA5-Land,2427.0,0.36104664667731257
ERA5-Land,2429.0,0.4379830430838891
ERA5-Land,2430.0,0.28108124301377846
ERA5-Land,2432.0,0.2613231026407241
ERA5-Land,2433.0,0.5326420775106553
ERA5-Land,2434.0,0.455143544471057
ERA5-Land,2436.0,0.6096037393122417
ERA5-Land,2901.0,0.02000641624989023
ERA5-Land,2902.0,0.5551718996727959
ERA5-Land,2903.0,0.35636373256626996
ERA5-Land,2905.0,0.5942584856151205
ERA5-Land,2906.0,0.3341772505162485
ERA5-Land,2909.0,0.3826553002070602
ERA5-Land,2910.0,0.21605798779568197
ERA5-Land,2911.0,0.426647723356223
ERA5-Land,2912.0,0.31029626865085114
ERA5-Land,2913.0,0.7836178711730979
ERA5-Land,2914.0,0.5080531267598989
ERA5-Land,2915.0,0.40588528662934453
ERA5-Land,2916.0,0.6252607447827949
ERA5-Land,2917.0,0.40324641728914457
ERA5-Land,2918.0,0.07135597050021425
ERA5-Land,2919.0,0.19519718170165978
ERA5-Land,2920.0,0.5908079058345814
ERA5-Land,4101.0,0.2628627472574509
ERA5-Land,4102.0,1.8094849505890438
ERA5-Land,4103.0,1.939523781708242
ERA5-Land,4104.0,0.16798454252544498
ERA5-Land,4105.0,2.137716723116956
ERA5-Land,4106.0,0.8085051603257248
ERA5-Land,4107.0,0.4618932857095447
ERA5-Land,4108.0,0.5165320143206384
ERA5-Land,4109.0,0.42951494052099887
ERA5-Land,4110.0,1.0138714898716321
ERA5-Land,4111.0,3.954066474804657
ERA5-Land,4112.0,0.5472248697410489
ERA5-Land,4113.0,2.315108669683489
ERA5-Land,4114.0,1.6106613941681693
ERA5-Land,4115.0,0.7750241422033949
ERA5-Land,4116.0,0.689163800708035
ERA5-Land,4117.0,2.3997466254899833
ERA5-Land,4118.0,0.3655996142630652
ERA5-Land,4119.0,3.8265514918204904
ERA5-Land,4120.0,3.0042350887100824
ERA5-Land,4121.0,0.970649811578172
ERA5-Land,4122.0,0.6093621732857077
ERA5-Land,4123.0,1.0713837910574127
ERA5-Land,4124.0,0.4330170729330621
ERA5-Land,4125.0,-0.04289732019064475
ERA5-Land,4126.0,0.8763150816118024
ERA5-Land,4127.0,0.34708656685931016
ERA5-Land,4128.0,1.542275346755984
ERA5-Land,4129.0,0.38276665090095335
ERA5-Land,4130.0,0.6567944886483552
ERA5-Land,4131.0,1.1466600441919235
ERA5-Land,4132.0,1.301083159348782
ERA5-Land,4133.0,0.9275397978330918
ERA5-Land,4134.0,0.6268243739554835
ERA5-Land,4207.0,0.9316804214965455
ERA5-Land,4210.0,0.32598299696886346
ERA5-Land,4211.0,0.17060867318666245
ERA5-Land,4214.0,0.3694275798107909
ERA5-Land,4216.0,0.34954062060742563
ERA5-Land,4217.0,0.42118665762246377
ERA5-Land,4218.0,0.14633059465774798
ERA5-Land,4219.0,0.09795176154274032
ERA5-Land,4222.0,0.3417292361286861
ERA5-Land,4229.0,0.2743740662001068
ERA5-Land,4231.0,0.32010531917164525
ERA5-Land,4234.0,0.32003923779487714
ERA5-Land,4236.0,0.27167111466091076
ERA5-Land,4238.0,0.19439314035920155
ERA5-Land,4245.0,0.23969754975325636
ERA5-Land,4401.0,0.5967549599026405
ERA5-Land,4405.0,0.151039040941444
ERA5-Land,4406.0,0.09249532181502973
ERA5-Land,4408.0,-0.053774859601009986
ERA5-Land,4410.0,-0.03755728702335509
ERA5-Land,4413.0,0.020861697910322264
ERA5-Land,4414.0,0.020581049436542813
ERA5-Land,4416.0,0.4094671578146515
ERA5-Land,4418.0,0.015819268433354634
ERA5-Land,4420.0,0.15841044075144772
ERA5-Land,4421.0,0.08474191396979816
ERA5-Land,4423.0,0.19659768346131762
ERA5-Land,4426.0,-0.09862412068815457
ERA5-Land,4427.0,0.0643854609299781
ERA5-Land,4428.0,-0.10752265399426045
ERA5-Land,4430.0,0.08179777572624523
ERA5-Land,4431.0,-0.06554118527074866
ERA5-Land,4435.0,0.5000179598120125
ERA5-Land,4901.0,0.13580168157012126
ERA5-Land,6102.0,0.9689911865368714
ERA5-Land,6103.0,1.000378484010697
ERA5-Land,6105.0,0.7094172184993447
ERA5-Land,6106.0,0.7989093733360181
ERA5-Land,6107.0,0.6384781411667851
ERA5-Land,6108.0,0.9274065420683788
ERA5-Land,6109.0,0.6217709803669891
ERA5-Land,6111.0,0.8281537914276118
ERA5-Land,6112.0,0.7711848656978046
ERA5-Land,6113.0,0.8761566124974738
ERA5-Land,6114.0,1.023018602231362
ERA5-Land,6201.0,0.6488621643716193
ERA5-Land,6202.0,0.5651359804907288
ERA5-Land,6204.0,0.5613524598836862
ERA5-Land,6205.0,0.5268705201313402
ERA5-Land,6206.0,0.5239243579998655
ERA5-Land,6209.0,0.44872612610953544
ERA5-Land,6210.0,0.21674238326837209
ERA5-Land,6212.0,0.350797138633991
ERA5-Land,6213.0,0.4677808113198806
ERA5-Land,6214.0,0.464657161206711
ERA5-Land,6218.0,1.157125162581603
ERA5-Land,6219.0,0.48256146133720207
ERA5-Land,6220.0,1.0170049077958554
ERA5-Land,6221.0,0.5767763142085944
ERA5-Land,6222.0,0.8085493341148229
ERA5-Land,6223.0,0.9572139168553837
ERA5-Land,6224.0,0.8990276149123702
ERA5-Land,6227.0,0.8060832782222748
ERA5-Land,6229.0,0.5809840076683084
ERA5-Land,6232.0,0.6313927433722153
ERA5-Land,6234.0,0.7201631687847632
ERA5-Land,6235.0,0.792235278489152
ERA5-Land,6236.0,0.5433049071531697
ERA5-Land,6239.0,1.0338830356376019
ERA5-Land,6241.0,0.3765853521249565
ERA5-Land,6242.0,0.44161690646556495
ERA5-Land,6243.0,0.49149599328314264
ERA5-Land,6244.0,0.4909192591490774
ERA5-Land,6251.0,0.5791024589612165
ERA5-Land,6255.0,0.7835498702732522
ERA5-Land,6258.0,0.4619602964777083
ERA5-Land,6259.0,0.5160161858963995
ERA5-Land,6902.0,0.7221467385980622
ERA5-Land,6903.0,0.5492862688535443
MERRA-2,2101.0,0.40114062073486945
MERRA-2,2102.0,0.5228641996100626
MERRA-2,2103.0,0.18595869279351127
MERRA-2,2104.0,0.33010644806189066
MERRA-2,2105.0,0.29730653780480404
MERRA-2,2106.0,0.19500968141957728
MERRA-2,2107.0,0.1944785581342302
MERRA-2,2108.0,-0.07681301648497094
MERRA-2,2109.0,0.3517227959969024
MERRA-2,2110.0,0.1243390927440827
MERRA-2,2111.0,0.5487735231859513
MERRA-2,2112.0,0.4363098190674197
MERRA-2,2113.0,0.10839008854060922
MERRA-2,2114.0,0.3154748652488427
MERRA-2,2115.0,0.1764649400404682
MERRA-2,2116.0,0.01901579419878792
MERRA-2,2117.0,0.0767167071109831
MERRA-2,2302.0,0.2941898453470726
MERRA-2,2306.0,0.12376149955756921
MERRA-2,2309.0,0.1634071665614789
MERRA-2,2310.0,0.3607842708657565
MERRA-2,2319.0,0.3375502062623337
MERRA-2,2320.0,0.24796066927312405
MERRA-2,2401.0,0.2049051765115934
MERRA-2,2402.0,0.37370304479116795
MERRA-2,2404.0,0.24980795639381692
MERRA-2,2413.0,0.426566548399568
MERRA-2,2415.0,0.14982919344935955
MERRA-2,2417.0,0.24067265777253682
MERRA-2,2418.0,0.21851069965067388
MERRA-2,2421.0,0.32913646231770616
MERRA-2,2423.0,0.19427091843844024
MERRA-2,2427.0,0.2645476256350293
MERRA-2,2429.0,0.22127951969026768
MERRA-2,2430.0,0.2062359956676998
MERRA-2,2432.0,0.19542640125959906
MERRA-2,2433.0,0.29553699490789226
MERRA-2,2434.0,0.22455033004174632
MERRA-2,2436.0,0.2477022334687189
MERRA-2,2901.0,-0.04462756353342735
MERRA-2,2902.0,0.1618127892673389
MERRA-2,2903.0,0.33392278897371175
MERRA-2,2905.0,-0.09552524602488587
MERRA-2,2906.0,0.1421290127114523
MERRA-2,2909.0,0.07554870059895957
MERRA-2,2910.0,-0.1221176639406121
MERRA-2,2911.0,0.34963150643640317
MERRA-2,2912.0,-0.07076881654820248
MERRA-2,2913.0,-0.04619575332505659
MERRA-2,2914.0,0.17448711445933124
MERRA-2,2915.0,0.030514318335050326
MERRA-2,2916.0,0.20239514662165417
MERRA-2,2917.0,0.18684208967075117
MERRA-2,2918.0,0.04944938369604261
MERRA-2,2919.0,-0.004245427338823217
MERRA-2,2920.0,-0.03102442064247075
MERRA-2,4101.0,0.27920400442837806
MERRA-2,4102.0,0.6803692699520764
MERRA-2,4103.0,0.6457860126435239
MERRA-2,4104.0,0.2725864265114585
MERRA-2,4105.0,0.2718656316249282
MERRA-2,4106.0,0.5296004074336942
MERRA-2,4107.0,0.6384531254669367
MERRA-2,4108.0,0.6204465621677914
MERRA-2,4109.0,0.15046130490951903
MERRA-2,4110.0,0.6891860371733769
MERRA-2,4111.0,0.44557606378822606
MERRA-2,4112.0,0.46955934569100366
MERRA-2,4113.0,0.015114455520993296
MERRA-2,4114.0,0.3587158776665651
MERRA-2,4115.0,0.6078217066833514
MERRA-2,4116.0,0.5761535483440212
MERRA-2,4117.0,-0.033810783261837965
MERRA-2,4118.0,0.2687655306124293
MERRA-2,4119.0,0.5077781396557125
MERRA-2,4120.0,0.5165134526879304
MERRA-2,4121.0,0.5466265955258351
MERRA-2,4122.0,0.536320628743467
MERRA-2,4123.0,0.2626690010105178
MERRA-2,4124.0,0.4583941505685274
MERRA-2,4125.0,0.201161779887762
MERRA-2,4126.0,0.6079472917889328
MERRA-2,4127.0,0.3699730918175781
MERRA-2,4128.0,0.18238041294662716
MERRA-2,4129.0,0.4394260054314656
MERRA-2,4130.0,0.26886543075157504
MERRA-2,4131.0,0.24088776978884285
MERRA-2,4132.0,0.3612380259828224
MERRA-2,4133.0,0.4224637742004571
MERRA-2,4134.0,0.24435734915128882
MERRA-2,4207.0,0.4178127947872539
MERRA-2,4210.0,0.3904716119078577
MERRA-2,4211.0,0.38221140987450414
MERRA-2,4214.0,0.3203763478668739
MERRA-2,4216.0,0.26385278068099627
MERRA-2,4217.0,0.47175093456317346
MERRA-2,4218.0,0.3850398277517403
MERRA-2,4219.0,0.2704649241455323
MERRA-2,4222.0,0.28027774601919786
MERRA-2,4229.0,0.4907004592496884
MERRA-2,4231.0,0.43403481566432023
MERRA-2,4234.0,0.5025298432126446
MERRA-2,4236.0,0.4744727294242307
MERRA-2,4238.0,0.41415251082410454
MERRA-2,4245.0,0.31373825218958545
MERRA-2,4401.0,0.16919250498483768
MERRA-2,4405.0,0.3863329356547928
MERRA-2,4406.0,0.14030118669832403
MERRA-2,4408.0,0.17170722871254485
MERRA-2,4410.0,0.07808261069839306
MERRA-2,4413.0,0.1522938968835366
MERRA-2,4414.0,-0.13463666595247392
MERRA-2,4416.0,0.14047771855913357
MERRA-2,4418.0,-0.09279590330675883
MERRA-2,4420.0,0.06204109348217024
MERRA-2,4421.0,0.19655255167514035
MERRA-2,4423.0,0.2510470013717567
MERRA-2,4426.0,0.09857973638207491
MERRA-2,4427.0,0.10271252198384015
MERRA-2,4428.0,0.10793847990106467
MERRA-2,4430.0,0.07491718403566475
MERRA-2,4431.0,0.11658882254221983
MERRA-2,4435.0,0.38429155332387377
MERRA-2,4901.0,0.3491666765582617
MERRA-2,6102.0,0.8049406749391821
MERRA-2,6103.0,0.8538884659358371
MERRA-2,6105.0,0.3913906776252586
MERRA-2,6106.0,0.4895593828119857
MERRA-2,6107.0,0.3071356820145564
MERRA-2,6108.0,0.5483993642246319
MERRA-2,6109.0,0.3142474439994139
MERRA-2,6111.0,0.4295876896569106
MERRA-2,6112.0,0.6423250863818177
MERRA-2,6113.0,0.6823962989681223
MERRA-2,6114.0,0.6917419261468674
MERRA-2,6201.0,0.5481928529875428
MERRA-2,6202.0,0.5065318883396538
MERRA-2,6204.0,0.3627812874152829
MERRA-2,6205.0,0.37063504112023027
MERRA-2,6206.0,0.3531005760537856
MERRA-2,6209.0,0.3760878352667061
MERRA-2,6210.0,0.1276301692635903
MERRA-2,6212.0,0.18460465182083347
MERRA-2,6213.0,0.420627886816779
MERRA-2,6214.0,0.6030921991682558
MERRA-2,6218.0,0.9230716534041781
MERRA-2,6219.0,0.4727530178234025
MERRA-2,6220.0,0.8317494623195489
MERRA-2,6221.0,0.36891896374370925
MERRA-2,6222.0,0.769102398035675
MERRA-2,6223.0,0.581471898154121
MERRA-2,6224.0,0.809458631958717
MERRA-2,6227.0,0.3691663802577956
MERRA-2,6229.0,0.6438031697528632
MERRA-2,6232.0,0.4088269566773309
MERRA-2,6234.0,0.6029142128811102
MERRA-2,6235.0,0.6602101083784648
MERRA-2,6236.0,0.48111308772760997
MERRA-2,6239.0,0.8552202931561897
MERRA-2,6241.0,0.3515317233526202
MERRA-2,6242.0,0.4826001718948276
MERRA-2,6243.0,0.3819280000361365
MERRA-2,6244.0,0.3969733208131636
MERRA-2,6251.0,0.562754490731612
MERRA-2,6255.0,0.48645383158245903
MERRA-2,6258.0,0.4989958096066136
MERRA-2,6259.0,0.45273134280459265
MERRA-2,6902.0,0.4728783502907241
MERRA-2,6903.0,0.3153714950724204
CPC,2101.0,1.020707402457668
CPC,2102.0,0.6739199739513992
CPC,2103.0,0.6010367746398405
CPC,2104.0,0.5017903772389971
CPC,2105.0,0.5292479276508711
CPC,2106.0,0.44185445024549347
CPC,2107.0,0.45281926532632244
CPC,2108.0,0.20889668288834123
CPC,2109.0,0.6046392442418947
CPC,2110.0,0.6092913743221215
CPC,2111.0,0.8098824097559996
CPC,2112.0,0.8161423149827068
CPC,2113.0,0.5156801342964168
CPC,2114.0,0.7785811923852779
CPC,2115.0,0.4225382381015325
CPC,2116.0,0.19923885193734314
CPC,2117.0,0.3370389690134382
CPC,2302.0,0.42917047978972084
CPC,2306.0,0.3474152183760762
CPC,2309.0,0.4392692981232682
CPC,2310.0,0.017639521509412885
CPC,2319.0,0.4685386342362344
CPC,2320.0,0.5043946057154244
CPC,2401.0,0.2811809942177014
CPC,2402.0,0.8615056932682068
CPC,2404.0,0.3419270681396281
CPC,2413.0,1.3250201931666798
CPC,2415.0,0.3563891039402396
CPC,2417.0,0.3816559690615976
CPC,2418.0,0.3490421865995107
CPC,2421.0,0.3197002982040162
CPC,2423.0,0.2808270631358032
CPC,2427.0,0.36104664667731257
CPC,2429.0,0.4379830430838891
CPC,2430.0,0.28108124301377846
CPC,2432.0,0.2613231026407241
CPC,2433.0,0.5326420775106553
CPC,2434.0,0.455143544471057
CPC,2436.0,0.6096037393122417
CPC,2901.0,0.02000641624989023
CPC,2902.0,0.5551718996727959
CPC,2903.0,0.35636373256626996
CPC,2905.0,0.5942584856151205
CPC,2906.0,0.3341772505162485
CPC,2909.0,0.3826553002070602
CPC,2910.0,0.21605798779568197
CPC,2911.0,0.426647723356223
CPC,2912.0,0.31029626865085114
CPC,2913.0,0.7836178711730979
CPC,2914.0,0.5080531267598989
CPC,2915.0,0.40588528662934453
CPC,2916.0,0.6252607447827949
CPC,2917.0,0.40324641728914457
CPC,2918.0,0.07135597050021425
CPC,2919.0,0.19519718170165978
CPC,2920.0,0.5908079058345814
CPC,4101.0,0.2628627472574509
CPC,4102.0,1.8094849505890438
CPC,4103.0,1.939523781708242
CPC,4104.0,0.16798454252544498
CPC,4105.0,2.137716723116956
CPC,4106.0,0.8085051603257248
CPC,4107.0,0.4618932857095447
CPC,4108.0,0.5165320143206384
CPC,4109.0,0.42951494052099887
CPC,4110.0,1.0138714898716321
CPC,4111.0,3.954066474804657
CPC,4112.0,0.5472248697410489
CPC,4113.0,2.315108669683489
CPC,4114.0,1.6106613941681693
CPC,4115.0,0.7750241422033949
CPC,4116.0,0.689163800708035
CPC,4117.0,2.3997466254899833
CPC,4118.0,0.3655996142630652
CPC,4119.0,3.8265514918204904
CPC,4120.0,3.0042350887100824
CPC,4121.0,0.970649811578172
CPC,4122.0,0.6093621732857077
CPC,4123.0,1.0713837910574127
CPC,4124.0,0.4330170729330621
CPC,4125.0,-0.04289732019064475
CPC,4126.0,0.8763150816118024
CPC,4127.0,0.34708656685931016
CPC,4128.0,1.542275346755984
CPC,4129.0,0.38276665090095335
CPC,4130.0,0.6567944886483552
CPC,4131.0,1.1466600441919235
CPC,4132.0,1.301083159348782
CPC,4133.0,0.9275397978330918
CPC,4134.0,0.6268243739554835
CPC,4207.0,0.9316804214965455
CPC,4210.0,0.32598299696886346
CPC,4211.0,0.17060867318666245
CPC,4214.0,0.3694275798107909
CPC,4216.0,0.34954062060742563
CPC,4217.0,0.42118665762246377
CPC,4218.0,0.14633059465774798
CPC,4219.0,0.09795176154274032
CPC,4222.0,0.3417292361286861
CPC,4229.0,0.2743740662001068
CPC,4231.0,0.32010531917164525
CPC,4234.0,0.32003923779487714
CPC,4236.0,0.27167111466091076
CPC,4238.0,0.19439314035920155
CPC,4245.0,0.23969754975325636
CPC,4401.0,0.5967549599026405
CPC,4405.0,0.151039040941444
CPC,4406.0,0.09249532181502973
CPC,4408.0,-0.053774859601009986
CPC,4410.0,-0.03755728702335509
CPC,4413.0,0.020861697910322264
CPC,4414.0,0.020581049436542813
CPC,4416.0,0.4094671578146515
CPC,4418.0,0.015819268433354634
CPC,4420.0,0.15841044075144772
CPC,4421.0,0.08474191396979816
CPC,4423.0,0.19659768346131762
CPC,4426.0,-0.09862412068815457
CPC,4427.0,0.0643854609299781
CPC,4428.0,-0.10752265399426045
CPC,4430.0,0.08179777572624523
CPC,4431.0,-0.06554118527074866
CPC,4435.0,0.5000179598120125
CPC,4901.0,0.13580168157012126
CPC,6102.0,0.9689911865368714
CPC,6103.0,1.000378484010697
CPC,6105.0,0.7094172184993447
CPC,6106.0,0.7989093733360181
CPC,6107.0,0.6384781411667851
CPC,6108.0,0.9274065420683788
CPC,6109.0,0.6217709803669891
CPC,6111.0,0.8281537914276118
CPC,6112.0,0.7711848656978046
CPC,6113.0,0.8761566124974738
CPC,6114.0,1.023018602231362
CPC,6201.0,0.6488621643716193
CPC,6202.0,0.5651359804907288
CPC,6204.0,0.5613524598836862
CPC,6205.0,0.5268705201313402
CPC,6206.0,0.5239243579998655
CPC,6209.0,0.44872612610953544
CPC,6210.0,0.21674238326837209
CPC,6212.0,0.350797138633991
CPC,6213.0,0.4677808113198806
CPC,6214.0,0.464657161206711
CPC,6218.0,1.157125162581603
CPC,6219.0,0.48256146133720207
CPC,6220.0,1.0170049077958554
CPC,6221.0,0.5767763142085944
CPC,6222.0,0.8085493341148229
CPC,6223.0,0.9572139168553837
CPC,6224.0,0.8990276149123702
CPC,6227.0,0.8060832782222748
CPC,6229.0,0.5809840076683084
CPC,6232.0,0.6313927433722153
CPC,6234.0,0.7201631687847632
CPC,6235.0,0.792235278489152
CPC,6236.0,0.5433049071531697
CPC,6239.0,1.0338830356376019
CPC,6241.0,0.3765853521249565
CPC,6242.0,0.44161690646556495
CPC,6243.0,0.49149599328314264
CPC,6244.0,0.4909192591490774
CPC,6251.0,0.5791024589612165
CPC,6255.0,0.7835498702732522
CPC,6258.0,0.4619602964777083
CPC,6259.0,0.5160161858963995
CPC,6902.0,0.7221467385980622
CPC,6903.0,0.5492862688535443
