swe_product,MRBID,swe_trend
ERA5-Land,2101.0,3.698512576305426
ERA5-Land,2102.0,-4.459817165612108
ERA5-Land,2103.0,3.3292092082286464
ERA5-Land,2104.0,-1.8688950084430307
ERA5-Land,2105.0,2.7271701580901535
ERA5-Land,2106.0,-1.8778310147814987
ERA5-Land,2107.0,-1.3433015312716914
ERA5-Land,2108.0,-3.789362956824621
ERA5-Land,2109.0,-3.806300138444955
ERA5-Land,2110.0,0.5057374830195364
ERA5-Land,2111.0,4.494019583168508
ERA5-Land,2112.0,-3.75359378823888
ERA5-Land,2113.0,-2.47969635357637
ERA5-Land,2114.0,-2.470402112766755
ERA5-Land,2115.0,-3.209619964810067
ERA5-Land,2116.0,-0.016740978759711467
ERA5-Land,2117.0,-2.7949229620919245
ERA5-Land,2302.0,-3.064224560056977
ERA5-Land,2306.0,0.03561240262471252
ERA5-Land,2309.0,-0.7902493217662521
ERA5-Land,2310.0,-14.602973468611003
ERA5-Land,2319.0,-4.6010229556301345
ERA5-Land,2320.0,-11.85931056152229
ERA5-Land,2401.0,-8.609047183312018
ERA5-Land,2402.0,2.2585533319828808
ERA5-Land,2404.0,-2.4065144981827293
ERA5-Land,2413.0,4.908042180773791
ERA5-Land,2415.0,-5.439835113948583
ERA5-Land,2417.0,-19.496815816270477
ERA5-Land,2418.0,-22.154927872050337
ERA5-Land,2421.0,-8.265243321197943
ERA5-Land,2423.0,-3.8024891600097894
ERA5-Land,2427.0,-11.788722396375219
ERA5-Land,2429.0,-13.57124581950214
ERA5-Land,2430.0,-4.782433261184834
ERA5-Land,2432.0,-13.149934957933434
ERA5-Land,2433.0,-9.234149149225589
ERA5-Land,2434.0,-7.213217846371458
ERA5-Land,2436.0,-14.49163437169647
ERA5-Land,2901.0,-10.335792917540516
ERA5-Land,2902.0,-2.1687469286130856
ERA5-Land,2903.0,-13.297136224157638
ERA5-Land,2905.0,-6.960814713605062
ERA5-Land,2906.0,-18.02915076545805
ERA5-Land,2909.0,-0.679547068709563
ERA5-Land,2910.0,-8.065897555525162
ERA5-Land,2911.0,-16.760828096112313
ERA5-Land,2912.0,-29.583675651279076
ERA5-Land,2913.0,-5.084902155557805
ERA5-Land,2914.0,-0.6505013004966971
ERA5-Land,2915.0,-21.70826299367529
ERA5-Land,2916.0,-4.76885218662535
ERA5-Land,2917.0,-14.899799714283334
ERA5-Land,2918.0,-6.6487980444523265
ERA5-Land,2919.0,0.30918122290740424
ERA5-Land,2920.0,-25.049185358909025
ERA5-Land,4101.0,4.312569191741135
ERA5-Land,4102.0,-0.004772243696282324
ERA5-Land,4103.0,-6.113446145248108
ERA5-Land,4104.0,0.5230943385215514
ERA5-Land,4105.0,1.6327187805009455
ERA5-Land,4106.0,-1.1499697238419424
ERA5-Land,4107.0,-2.262392377182291
ERA5-Land,4108.0,-0.48642608190695913
ERA5-Land,4109.0,0.9582620503701867
ERA5-Land,4110.0,3.232136189860453
ERA5-Land,4111.0,-1.3132871056720297
ERA5-Land,4112.0,3.8025071607044176
ERA5-Land,4113.0,1.4408392481948646
ERA5-Land,4114.0,0.43812114579576567
ERA5-Land,4115.0,-2.6687377580705918
ERA5-Land,4116.0,-1.3810639220497185
ERA5-Land,4117.0,2.0360032015590876
ERA5-Land,4118.0,-0.8876727916555659
ERA5-Land,4119.0,3.489513703296756
ERA5-Land,4120.0,3.490641031081613
ERA5-Land,4121.0,1.7244598673355152
ERA5-Land,4122.0,2.158722464298418
ERA5-Land,4123.0,-0.006067952275631994
ERA5-Land,4124.0,3.1979264206464073
ERA5-Land,4125.0,4.118402932260766
ERA5-Land,4126.0,4.332315214666134
ERA5-Land,4127.0,6.524509239505362
ERA5-Land,4128.0,0.8416993197153875
ERA5-Land,4129.0,5.627865378854165
ERA5-Land,4130.0,-1.0195442755487252
ERA5-Land,4131.0,-1.0436684371427718
ERA5-Land,4132.0,2.465222389321615
ERA5-Land,4133.0,2.10670324621563
ERA5-Land,4134.0,-2.6224665546067536
ERA5-Land,4207.0,2.1251078258856557
ERA5-Land,4210.0,6.400978438475849
ERA5-Land,4211.0,5.982813533224492
ERA5-Land,4214.0,7.62701644130538
ERA5-Land,4216.0,1.621559433018237
ERA5-Land,4217.0,2.236500640607783
ERA5-Land,4218.0,3.2330979718945208
ERA5-Land,4219.0,-2.74613996732505
ERA5-Land,4222.0,2.2407510650797158
ERA5-Land,4229.0,9.234093500798807
ERA5-Land,4231.0,-18.674526750696153
ERA5-Land,4234.0,5.150501462194931
ERA5-Land,4236.0,7.310676432642046
ERA5-Land,4238.0,1.1621342626106907
ERA5-Land,4245.0,1.7250665005669614
ERA5-Land,4401.0,0.023483153619997116
ERA5-Land,4405.0,-10.515346430259804
ERA5-Land,4406.0,1.9130209921156196
ERA5-Land,4408.0,-0.4018594333207786
ERA5-Land,4410.0,2.6280324125563546
ERA5-Land,4413.0,-1.7801920790169925
ERA5-Land,4414.0,-2.1311118570966574
ERA5-Land,4416.0,-1.4459518977729395
ERA5-Land,4418.0,-2.2379314260171057
ERA5-Land,4420.0,1.8481000380704882
ERA5-Land,4421.0,2.2057414705100564
ERA5-Land,4423.0,-3.9456480206228974
ERA5-Land,4426.0,2.75111319990786
ERA5-Land,4427.0,-1.4299106563918191
ERA5-Land,4428.0,-0.6646244234080948
ERA5-Land,4430.0,-0.4737943928379548
ERA5-Land,4431.0,-0.17281954063603727
ERA5-Land,4435.0,-0.3784949468082006
ERA5-Land,4901.0,-6.094999889058032
ERA5-Land,6102.0,2.256206964600138
ERA5-Land,6103.0,3.388705363320905
ERA5-Land,6105.0,-1.346683936060002
ERA5-Land,6106.0,-4.708323089823647
ERA5-Land,6107.0,-0.9967895335323625
ERA5-Land,6108.0,-1.4853086850052326
ERA5-Land,6109.0,-2.6812397459764283
ERA5-Land,6111.0,0.2613386833463266
ERA5-Land,6112.0,-1.7431351461642979
ERA5-Land,6113.0,1.241614401284933
ERA5-Land,6114.0,-0.7219432574735274
ERA5-Land,6201.0,-7.0711348243535905
ERA5-Land,6202.0,-9.18513048298085
ERA5-Land,6204.0,-7.510314276326032
ERA5-Land,6205.0,-17.664697335882078
ERA5-Land,6206.0,-11.962627377010024
ERA5-Land,6209.0,0.1411099874506463
ERA5-Land,6210.0,3.4755984241589886
ERA5-Land,6212.0,-0.43946462885333976
ERA5-Land,6213.0,-1.6125206060512358
ERA5-Land,6214.0,-7.021589253317019
ERA5-Land,6218.0,2.149887668940925
ERA5-Land,6219.0,3.9960422300974665
ERA5-Land,6220.0,3.6860851685511973
ERA5-Land,6221.0,-11.746430447038678
ERA5-Land,6222.0,-16.95909319501447
ERA5-Land,6223.0,-6.705047717962154
ERA5-Land,6224.0,-9.228121267514327
ERA5-Land,6227.0,1.1055699952718478
ERA5-Land,6229.0,-15.884025363664577
ERA5-Land,6232.0,-13.355981155411882
ERA5-Land,6234.0,-13.965568293867323
ERA5-Land,6235.0,-3.5770511521373756
ERA5-Land,6236.0,-11.103507457768833
ERA5-Land,6239.0,-0.2813281401312732
ERA5-Land,6241.0,1.4687364357112742
ERA5-Land,6242.0,-2.5670595615684393
ERA5-Land,6243.0,-3.086273462767225
ERA5-Land,6244.0,-8.39785650752077
ERA5-Land,6251.0,-6.797187935773479
ERA5-Land,6255.0,2.022566050740685
ERA5-Land,6258.0,-17.79744553300745
ERA5-Land,6259.0,-12.915969578058316
ERA5-Land,6902.0,-14.570740086981234
ERA5-Land,6903.0,-5.530104723127296
JRA-55,2101.0,23.455901183706988
JRA-55,2102.0,3.63820625029295
JRA-55,2103.0,16.125860823211944
JRA-55,2104.0,2.575219962694305
JRA-55,2105.0,18.317806353857577
JRA-55,2106.0,5.316076713396143
JRA-55,2107.0,2.5442156062902335
JRA-55,2108.0,7.716889162219365
JRA-55,2109.0,6.300229579293351
JRA-55,2110.0,15.960878096241023
JRA-55,2111.0,16.66751009013735
JRA-55,2112.0,2.7447534131142435
JRA-55,2113.0,2.213175018041464
JRA-55,2114.0,0.12658379888717322
JRA-55,2115.0,5.580595786754111
JRA-55,2116.0,13.598489477954566
JRA-55,2117.0,9.962883872076265
JRA-55,2302.0,-17.66325256497193
JRA-55,2306.0,-7.3480342328180965
JRA-55,2309.0,-11.888512620520029
JRA-55,2310.0,-20.74232127081903
JRA-55,2319.0,-19.80274224786752
JRA-55,2320.0,-11.000329596398647
JRA-55,2401.0,8.103096740762238
JRA-55,2402.0,8.364602132357222
JRA-55,2404.0,-8.970993757302622
JRA-55,2413.0,4.981825284093612
JRA-55,2415.0,-19.02415464101929
JRA-55,2417.0,-1.1497775132246066
JRA-55,2418.0,-15.674401057434883
JRA-55,2421.0,-19.654133919805933
JRA-55,2423.0,6.132240808802644
JRA-55,2427.0,-27.832975925210768
JRA-55,2429.0,-11.799405982463966
JRA-55,2430.0,0.8608114380320614
JRA-55,2432.0,6.955928349114237
JRA-55,2433.0,-4.359986073729172
JRA-55,2434.0,-2.0163298042212507
JRA-55,2436.0,-12.612571986085804
JRA-55,2901.0,-2.4100169994816802
JRA-55,2902.0,-7.413474615768367
JRA-55,2903.0,10.598821383557455
JRA-55,2905.0,-0.1508499017292371
JRA-55,2906.0,-9.324797886299386
JRA-55,2909.0,3.1714064748995647
JRA-55,2910.0,5.88716368241099
JRA-55,2911.0,-18.107443201074876
JRA-55,2912.0,-18.636308666773147
JRA-55,2913.0,-9.184496313054558
JRA-55,2914.0,-3.5688579959664337
JRA-55,2915.0,-19.137602451931066
JRA-55,2916.0,-5.802188482017838
JRA-55,2917.0,-7.972174851534355
JRA-55,2918.0,6.886526674053681
JRA-55,2919.0,-4.160519240036175
JRA-55,2920.0,-25.21071252202268
JRA-55,4101.0,5.713818560352569
JRA-55,4102.0,-5.403059054665933
JRA-55,4103.0,-37.1284869825556
JRA-55,4104.0,3.4704747159848277
JRA-55,4105.0,-10.726979678977326
JRA-55,4106.0,-23.02637627740961
JRA-55,4107.0,-1.4551091555045026
JRA-55,4108.0,-7.763199362154377
JRA-55,4109.0,13.31771362258089
JRA-55,4110.0,18.01245223508759
JRA-55,4111.0,4.9443453963508395
JRA-55,4112.0,8.032794121208683
JRA-55,4113.0,-12.949609384992383
JRA-55,4114.0,-3.679974570965613
JRA-55,4115.0,-43.31628612493315
JRA-55,4116.0,1.1719908706940143
JRA-55,4117.0,1.7178712392872415
JRA-55,4118.0,-6.961692198633989
JRA-55,4119.0,8.922599913691979
JRA-55,4120.0,-8.330215214020182
JRA-55,4121.0,-18.534808055757274
JRA-55,4122.0,-2.4724586023805815
JRA-55,4123.0,2.491549765362954
JRA-55,4124.0,-25.881557432701065
JRA-55,4125.0,14.104510701466314
JRA-55,4126.0,26.979413593200128
JRA-55,4127.0,-1.5941194390666218
JRA-55,4128.0,-22.564488800333486
JRA-55,4129.0,4.9755764192601335
JRA-55,4130.0,-6.617883683434714
JRA-55,4131.0,2.888473936819666
JRA-55,4132.0,0.7501358140673572
JRA-55,4133.0,-10.786005716870376
JRA-55,4134.0,-2.2322425208627257
JRA-55,4207.0,2.2825230058481147
JRA-55,4210.0,-4.798576086471386
JRA-55,4211.0,-2.659025571341825
JRA-55,4214.0,-7.601914939228012
JRA-55,4216.0,-3.229256289360108
JRA-55,4217.0,21.14243526291379
JRA-55,4218.0,-3.5068278789448617
JRA-55,4219.0,-2.698977750125712
JRA-55,4222.0,10.64939996696842
JRA-55,4229.0,4.320085857980972
JRA-55,4231.0,-20.371336673339105
JRA-55,4234.0,13.283092332116482
JRA-55,4236.0,-7.50561855618605
JRA-55,4238.0,-6.637606375796357
JRA-55,4245.0,-2.3630898405463867
JRA-55,4401.0,-29.706252681192208
JRA-55,4405.0,-16.354503390922215
JRA-55,4406.0,-8.637081965086438
JRA-55,4408.0,-9.807925772316876
JRA-55,4410.0,-2.3989527417524417
JRA-55,4413.0,-12.594801439762097
JRA-55,4414.0,-22.655626995457528
JRA-55,4416.0,-9.130197686212256
JRA-55,4418.0,-29.096411660768343
JRA-55,4420.0,-22.76439818458754
JRA-55,4421.0,-12.021526318898353
JRA-55,4423.0,-21.133119417697632
JRA-55,4426.0,-18.385984167642928
JRA-55,4427.0,-0.8439336025461219
JRA-55,4428.0,-10.261507355019576
JRA-55,4430.0,-12.255757361999217
JRA-55,4431.0,-18.27102514620191
JRA-55,4435.0,-2.9964738125668178
JRA-55,4901.0,-9.888786749006028
JRA-55,6102.0,2.3216974157530235
JRA-55,6103.0,1.16292106233356
JRA-55,6105.0,-3.534653528717671
JRA-55,6106.0,-3.5982084569896267
JRA-55,6107.0,0.8636294885063481
JRA-55,6108.0,10.873239391364741
JRA-55,6109.0,-1.2605492648556653
JRA-55,6111.0,0.25554695258198057
JRA-55,6112.0,-2.7985583734818076
JRA-55,6113.0,0.7363387571077675
JRA-55,6114.0,1.903807547780229
JRA-55,6201.0,-13.111874644278991
JRA-55,6202.0,4.36135413672663
JRA-55,6204.0,-8.984055977822258
JRA-55,6205.0,-8.06732516450578
JRA-55,6206.0,-18.48328587223862
JRA-55,6209.0,-2.588383218653047
JRA-55,6210.0,12.671340823950738
JRA-55,6212.0,0.5550188912926415
JRA-55,6213.0,5.562959482882947
JRA-55,6214.0,-8.437664684106014
JRA-55,6218.0,5.623754973095704
JRA-55,6219.0,15.296321072809887
JRA-55,6220.0,-3.180403375963807
JRA-55,6221.0,-12.771822285292272
JRA-55,6222.0,-14.653478540112465
JRA-55,6223.0,-28.29322393818192
JRA-55,6224.0,-10.51946265819725
JRA-55,6227.0,0.33460811416342556
JRA-55,6229.0,3.2717089314589973
JRA-55,6232.0,-4.5899074483794
JRA-55,6234.0,-0.7498146742251645
JRA-55,6235.0,-25.326711209312293
JRA-55,6236.0,-0.35587535746883453
JRA-55,6239.0,-7.241327641377375
JRA-55,6241.0,10.93404290325494
JRA-55,6242.0,12.163076731969687
JRA-55,6243.0,-9.142395435984517
JRA-55,6244.0,-13.19540783601536
JRA-55,6251.0,4.5360993542025305
JRA-55,6255.0,6.3919024015717305
JRA-55,6258.0,14.257842828374866
JRA-55,6259.0,-9.623705913830722
JRA-55,6902.0,-10.614316544592713
JRA-55,6903.0,-4.471284312500359
MERRA-2,2101.0,2.942130299176677
MERRA-2,2102.0,-2.131580988132564
MERRA-2,2103.0,2.3791091358436
MERRA-2,2104.0,-0.49861438136130404
MERRA-2,2105.0,1.9435876563607792
MERRA-2,2106.0,-0.30515887673140596
MERRA-2,2107.0,-1.7725766735653108
MERRA-2,2108.0,-0.8508378199342463
MERRA-2,2109.0,-1.864600122996579
MERRA-2,2110.0,0.1412576660863223
MERRA-2,2111.0,3.8791451247368527
MERRA-2,2112.0,-2.4533036808520254
MERRA-2,2113.0,-3.524946229219869
MERRA-2,2114.0,-2.0918481064886185
MERRA-2,2115.0,-3.279705184876761
MERRA-2,2116.0,0.5335468355803484
MERRA-2,2117.0,-1.5681545861376456
MERRA-2,2302.0,12.259917923772122
MERRA-2,2306.0,12.914588583723424
MERRA-2,2309.0,14.9525482355966
MERRA-2,2310.0,-6.822423994346567
MERRA-2,2319.0,8.581744616341572
MERRA-2,2320.0,-1.8820410275623256
MERRA-2,2401.0,-3.222972182394572
MERRA-2,2402.0,3.088558218292689
MERRA-2,2404.0,0.13994225901837837
MERRA-2,2413.0,5.168184920383888
MERRA-2,2415.0,-4.311764658711824
MERRA-2,2417.0,2.568972409457583
MERRA-2,2418.0,-2.81399312409276
MERRA-2,2421.0,6.693694955603469
MERRA-2,2423.0,-3.7450042362807245
MERRA-2,2427.0,-2.1260218510125912
MERRA-2,2429.0,-1.524567039889292
MERRA-2,2430.0,-0.9326156745866869
MERRA-2,2432.0,7.384590972680016
MERRA-2,2433.0,5.003900226243589
MERRA-2,2434.0,2.6074387663217387
MERRA-2,2436.0,-2.9754250576936037
MERRA-2,2901.0,3.4278190013309753
MERRA-2,2902.0,-11.789077091419223
MERRA-2,2903.0,-0.8467189793559725
MERRA-2,2905.0,1.7100217760946537
MERRA-2,2906.0,3.7024931685000557
MERRA-2,2909.0,-1.8542415458310588
MERRA-2,2910.0,0.36706365490495557
MERRA-2,2911.0,-15.515172256048228
MERRA-2,2912.0,-7.470233315418287
MERRA-2,2913.0,8.037759557164005
MERRA-2,2914.0,4.787722483864292
MERRA-2,2915.0,-7.892275501341903
MERRA-2,2916.0,0.27017856486387487
MERRA-2,2917.0,-9.369833042446727
MERRA-2,2918.0,-4.156312996955068
MERRA-2,2919.0,5.459637512929375
MERRA-2,2920.0,1.3312309190392866
MERRA-2,4101.0,9.436989343865509
MERRA-2,4102.0,-1.0970577761496847
MERRA-2,4103.0,-6.05972027101793
MERRA-2,4104.0,2.240729284908281
MERRA-2,4105.0,-1.2070686104309485
MERRA-2,4106.0,-4.466031827950529
MERRA-2,4107.0,-1.0007745416755278
MERRA-2,4108.0,-1.0713953585408853
MERRA-2,4109.0,2.2928560519628336
MERRA-2,4110.0,-0.1716891104221052
MERRA-2,4111.0,-2.21672993212548
MERRA-2,4112.0,-3.0349330707746134
MERRA-2,4113.0,-4.363225417915616
MERRA-2,4114.0,-1.4529939028194363
MERRA-2,4115.0,-4.321149098701323
MERRA-2,4116.0,1.8323520868147993
MERRA-2,4117.0,-0.6925477277413392
MERRA-2,4118.0,-3.381546910416092
MERRA-2,4119.0,0.6058900303191692
MERRA-2,4120.0,0.27140852095641516
MERRA-2,4121.0,2.2365635257851006
MERRA-2,4122.0,-2.8596806237992376
MERRA-2,4123.0,-1.5073632782670918
MERRA-2,4124.0,-9.506420681588244
MERRA-2,4125.0,2.0045338602203473
MERRA-2,4126.0,2.681555255893643
MERRA-2,4127.0,8.57355678043647
MERRA-2,4128.0,1.5305596302772433
MERRA-2,4129.0,-2.8470432120349605
MERRA-2,4130.0,-2.462751013683418
MERRA-2,4131.0,-7.331284360700095
MERRA-2,4132.0,1.190934647420497
MERRA-2,4133.0,2.5188627717388434
MERRA-2,4134.0,-2.5105942183228764
MERRA-2,4207.0,4.7467605533245925
MERRA-2,4210.0,-6.353589827754488
MERRA-2,4211.0,2.498655959376747
MERRA-2,4214.0,-1.0405448790278273
MERRA-2,4216.0,12.866625689745092
MERRA-2,4217.0,-3.897319830320951
MERRA-2,4218.0,-7.8091128578422815
MERRA-2,4219.0,5.345932549066839
MERRA-2,4222.0,9.475989599811252
MERRA-2,4229.0,-4.342998599668916
MERRA-2,4231.0,-2.068691422339795
MERRA-2,4234.0,-3.017134286768507
MERRA-2,4236.0,-2.3312381267829587
MERRA-2,4238.0,-1.6779583079860454
MERRA-2,4245.0,3.478977514591082
MERRA-2,4401.0,-4.652933220951223
MERRA-2,4405.0,0.6000082981767781
MERRA-2,4406.0,7.899001194829274
MERRA-2,4408.0,-2.1179468457988935
MERRA-2,4410.0,4.065895875945164
MERRA-2,4413.0,5.12152187988102
MERRA-2,4414.0,-1.5052638710794515
MERRA-2,4416.0,-11.58006799848303
MERRA-2,4418.0,-2.992182628554987
MERRA-2,4420.0,8.16607152388125
