product,lat,lon,swe_trend_pct
In situ,33.0,-111.0,-2.411311865794044
In situ,33.0,-109.0,-3.1136336635707207
In situ,33.0,-107.0,-4.177878231096364
In situ,35.0,-113.0,-3.776280965369114
In situ,35.0,-111.0,-1.2668529522888319
In situ,35.0,-107.0,-3.173542158066703
In situ,37.0,-119.0,-0.37903351467951474
In situ,37.0,-113.0,-0.1605290175286755
In situ,37.0,-111.0,-0.30743263499874113
In situ,37.0,-109.0,-0.2691413115859887
In situ,37.0,-107.0,-0.5166332395543672
In situ,37.0,-105.0,-0.9074531192685334
In situ,39.0,-121.0,0.08217689637880027
In situ,39.0,-119.0,-0.08514981977284204
In situ,39.0,-117.0,-0.7014131583156445
In situ,39.0,-115.0,-0.5894729694580653
In situ,39.0,-113.0,-0.5094194134760227
In situ,39.0,-111.0,-0.5439811269302004
In situ,39.0,-109.0,-2.641124582388539
In situ,39.0,-107.0,0.14408568187133872
In situ,39.0,-105.0,-0.6849824454948781
In situ,39.0,-79.0,-0.3830466847391758
In situ,41.0,-121.0,-0.6862001694806172
In situ,41.0,-119.0,-3.247870605541385
In situ,41.0,-117.0,-1.0851978629600116
In situ,41.0,-115.0,-0.4488798122810903
In situ,41.0,-113.0,-2.877892659194698
In situ,41.0,-111.0,-0.3668300804675543
In situ,41.0,-109.0,0.4474933206636494
In situ,41.0,-107.0,0.5615377555958132
In situ,41.0,-105.0,0.29310948364610856
In situ,41.0,-79.0,-0.5321164125857419
In situ,41.0,-77.0,-1.9358217185186217
In situ,41.0,-75.0,0.5866456801995564
In situ,43.0,-123.0,0.3573059575507684
In situ,43.0,-121.0,-0.6056532694267225
In situ,43.0,-119.0,-1.092945684013967
In situ,43.0,-117.0,-0.964221995782287
In situ,43.0,-115.0,-0.08519783280686107
In situ,43.0,-113.0,-0.7333655671333605
In situ,43.0,-111.0,0.2726904618565948
In situ,43.0,-109.0,-0.004989355918562398
In situ,43.0,-107.0,1.0421683225916114
In situ,43.0,-105.0,0.33884264417046
In situ,43.0,-99.0,0.037924469609108453
In situ,43.0,-97.0,0.7853723050618935
In situ,43.0,-95.0,2.4223657439066373
In situ,43.0,-93.0,2.892453978935098
In situ,43.0,-91.0,3.2261507337276916
In situ,43.0,-89.0,2.6657182456045345
In situ,43.0,-85.0,1.6045375120748298
In situ,43.0,-75.0,0.03259765383828069
In situ,43.0,-73.0,0.6652858737350031
In situ,43.0,43.0,-0.4355111589615734
In situ,45.0,-123.0,0.015063176998247515
In situ,45.0,-121.0,-0.18830100891209364
In situ,45.0,-119.0,-0.5308650998608784
In situ,45.0,-117.0,0.1718818850605384
In situ,45.0,-115.0,-0.11139796279485928
In situ,45.0,-113.0,0.20536855859604697
In situ,45.0,-111.0,0.1568718941275514
In situ,45.0,-109.0,1.1608942631677923
In situ,45.0,-107.0,1.3047913608292858
In situ,45.0,-105.0,2.973312175670612
In situ,45.0,-103.0,1.8305722513230185
In situ,45.0,-101.0,1.9833435274115883
In situ,45.0,-99.0,1.7484288117768798
In situ,45.0,-97.0,2.0314793185186266
In situ,45.0,-95.0,0.23471045155545026
In situ,45.0,-93.0,1.1900915210918328
In situ,45.0,-91.0,1.7784834341127753
In situ,45.0,-89.0,1.8167713410321584
In situ,45.0,-79.0,0.05819091776623482
In situ,45.0,-77.0,0.1596163991254582
In situ,45.0,-75.0,0.39052008711911185
In situ,45.0,-73.0,-0.1398916122743354
In situ,45.0,-71.0,0.6203068254837926
In situ,45.0,-69.0,0.8467327183031146
In situ,45.0,5.0,-1.3377451386483001
In situ,45.0,7.0,-2.4553051965783133
In situ,45.0,131.0,3.324792945242209
In situ,45.0,133.0,0.7830183863432436
In situ,45.0,135.0,0.6344047666711558
In situ,47.0,-123.0,1.4167657838420193
In situ,47.0,-121.0,0.5341271575245221
In situ,47.0,-117.0,-0.06292205898509358
In situ,47.0,-115.0,0.5547173054993877
In situ,47.0,-113.0,0.3224684663143141
In situ,47.0,-111.0,0.2571746003311918
In situ,47.0,-109.0,0.3759391295421559
In situ,47.0,-107.0,2.44245165436754
In situ,47.0,-105.0,3.6950658694416676
In situ,47.0,-103.0,2.938206307198866
In situ,47.0,-101.0,2.7925263494078054
In situ,47.0,-99.0,3.3437919621982544
In situ,47.0,-97.0,2.252998953705362
In situ,47.0,-95.0,0.7349617103298495
In situ,47.0,-93.0,0.4419270377073834
In situ,47.0,-81.0,-0.06532044370565537
In situ,47.0,-79.0,0.14725462380219817
In situ,47.0,-77.0,0.1624110721986969
In situ,47.0,-75.0,0.23205631182899417
In situ,47.0,-73.0,0.05354567692795631
In situ,47.0,-71.0,-0.3824282981662846
In situ,47.0,-69.0,-0.0014835941258599882
In situ,47.0,-67.0,-0.054186590945920016
In situ,47.0,7.0,-2.2311926900334464
In situ,47.0,9.0,-1.6122804997358529
In situ,47.0,11.0,-1.886251116102922
In situ,47.0,13.0,-1.9515996646579956
