model,lat,lon,fr_orig,fr_recon
ACCESS-CM2_r1i1p1f1,33.0,59.0,0.0,-1.6527539171959245
ACCESS-CM2_r1i1p1f1,33.0,61.0,-1.7704988443097376e-05,-1.0988708542348253
ACCESS-CM2_r1i1p1f1,33.0,63.0,-0.8925109515409377,-1.9933972701407197
ACCESS-CM2_r1i1p1f1,33.0,65.0,-2.619811762449885,-5.497154367812513
ACCESS-CM2_r1i1p1f1,33.0,67.0,-1.3539203241784543,-19.293029621179215
ACCESS-CM2_r1i1p1f1,33.0,69.0,-0.13831874763557153,-1.2749319402455612
ACCESS-CM2_r1i1p1f1,33.0,71.0,0.0,0.9204848880836659
ACCESS-CM2_r1i1p1f1,33.0,75.0,-1.8265163236539819,-3.239889942063537
ACCESS-CM2_r1i1p1f1,33.0,77.0,-15.23302786847142,-25.709846487442707
ACCESS-CM2_r1i1p1f1,33.0,79.0,-12.762029503787947,-16.85621516806535
ACCESS-CM2_r1i1p1f1,33.0,81.0,-11.56055197218301,-12.499619686941292
ACCESS-CM2_r1i1p1f1,33.0,83.0,-4.773231268570394,-7.516573780920121
ACCESS-CM2_r1i1p1f1,33.0,85.0,-1.0573810663002248,4.186386493159821
ACCESS-CM2_r1i1p1f1,33.0,87.0,-1.28225182693967,-0.3247487456772956
ACCESS-CM2_r1i1p1f1,33.0,89.0,-4.8424973127836815,-9.228331578218572
ACCESS-CM2_r1i1p1f1,33.0,91.0,-21.526175424414063,-20.672668479251286
ACCESS-CM2_r1i1p1f1,33.0,93.0,-12.712472894149743,-7.92859324418845
ACCESS-CM2_r1i1p1f1,33.0,95.0,-16.861215328523187,-14.281837616383996
ACCESS-CM2_r1i1p1f1,33.0,97.0,-13.295833371798283,-16.27272378772262
ACCESS-CM2_r1i1p1f1,33.0,99.0,-14.638401796887718,-10.605420216768348
ACCESS-CM2_r1i1p1f1,33.0,101.0,-25.61475535433898,-18.381478114664397
ACCESS-CM2_r1i1p1f1,33.0,103.0,-14.776257893313801,-21.439875554213916
ACCESS-CM2_r1i1p1f1,33.0,105.0,-17.560027659510226,-7.888553912654766
ACCESS-CM2_r1i1p1f1,33.0,107.0,-24.675919614288812,-7.1870322366483315
ACCESS-CM2_r1i1p1f1,33.0,109.0,-18.774964276420782,-9.715025071978031
ACCESS-CM2_r1i1p1f1,33.0,111.0,-15.637738596515657,-4.135492714612371
ACCESS-CM2_r1i1p1f1,33.0,113.0,-8.760350552645024,-11.381739404885701
ACCESS-CM2_r1i1p1f1,33.0,115.0,-1.1910398532387079,-15.004107856774244
ACCESS-CM2_r1i1p1f1,33.0,117.0,-7.866079508642798e-05,-4.790732725457513
ACCESS-CM2_r1i1p1f1,33.0,119.0,-0.005461698194536031,-4.783145983561721
ACCESS-CM2_r1i1p1f1,33.0,131.0,-0.8090614186169603,1.7184343925300802
ACCESS-CM2_r1i1p1f1,35.0,-113.0,-8.183215030192013,-10.913798342585444
ACCESS-CM2_r1i1p1f1,35.0,-111.0,-10.294693271672987,-10.18553922469647
ACCESS-CM2_r1i1p1f1,35.0,-109.0,-13.025630782383386,-22.972785950121548
ACCESS-CM2_r1i1p1f1,35.0,-107.0,-6.544090816981777,-6.306527661429639
ACCESS-CM2_r1i1p1f1,35.0,-105.0,-1.4593241788300915,6.216987490531976
ACCESS-CM2_r1i1p1f1,35.0,-103.0,1.1472904953595155,0.18568356683068105
ACCESS-CM2_r1i1p1f1,35.0,-101.0,0.0032178583051178655,4.864229211075131
ACCESS-CM2_r1i1p1f1,35.0,-99.0,0.02952969778900899,2.2949466455343304
ACCESS-CM2_r1i1p1f1,35.0,-97.0,-0.000788031802124588,0.47734082935203004
ACCESS-CM2_r1i1p1f1,35.0,-95.0,0.05646476888156713,-3.8181913139858783
ACCESS-CM2_r1i1p1f1,35.0,-93.0,-0.0019771022411157226,1.041739882330652
ACCESS-CM2_r1i1p1f1,35.0,-91.0,0.22424666334131302,3.671116884486418
ACCESS-CM2_r1i1p1f1,35.0,-89.0,0.10459535817509304,4.124112431059712
ACCESS-CM2_r1i1p1f1,35.0,-87.0,-0.7958279500963571,8.874015369756904
ACCESS-CM2_r1i1p1f1,35.0,-85.0,-1.322871252268359,10.070509510531977
ACCESS-CM2_r1i1p1f1,35.0,-83.0,-0.1978721422557107,2.9465682353483795
ACCESS-CM2_r1i1p1f1,35.0,-81.0,-0.00913248827881451,9.555770008751356
ACCESS-CM2_r1i1p1f1,35.0,-79.0,0.001568868583164901,-0.14052874852206365
ACCESS-CM2_r1i1p1f1,35.0,45.0,-0.03885653346615105,-5.159560100923857
ACCESS-CM2_r1i1p1f1,35.0,47.0,-6.423028716533974,-6.866295375249142
ACCESS-CM2_r1i1p1f1,35.0,49.0,-3.5217463607820956,-8.158883706886563
ACCESS-CM2_r1i1p1f1,35.0,51.0,-0.8129493721219118,0.8718040969148769
ACCESS-CM2_r1i1p1f1,35.0,53.0,-0.7121446706546514,0.9184048479294686
ACCESS-CM2_r1i1p1f1,35.0,55.0,0.00022949293756688102,0.7249247671863475
ACCESS-CM2_r1i1p1f1,35.0,57.0,0.08601390190689068,-0.40545965925949456
ACCESS-CM2_r1i1p1f1,35.0,59.0,-0.9718262153242557,-1.5591144874019038
ACCESS-CM2_r1i1p1f1,35.0,61.0,-0.3965545409883116,-2.351751144299521
ACCESS-CM2_r1i1p1f1,35.0,63.0,-6.064836380865074,-10.836288326833467
ACCESS-CM2_r1i1p1f1,35.0,65.0,-5.14148511458719,-10.639619499372241
ACCESS-CM2_r1i1p1f1,35.0,67.0,-2.5188845959609774,-8.732189712500976
ACCESS-CM2_r1i1p1f1,35.0,69.0,-2.458962478775326,-6.49020511348856
ACCESS-CM2_r1i1p1f1,35.0,71.0,-3.214945094459058,-7.406153363473801
ACCESS-CM2_r1i1p1f1,35.0,73.0,-5.9137081984330075,-11.948339432370123
ACCESS-CM2_r1i1p1f1,35.0,75.0,-6.537703120497285,-16.419655402441443
ACCESS-CM2_r1i1p1f1,35.0,77.0,-10.407616675425617,-14.126888297107202
ACCESS-CM2_r1i1p1f1,35.0,79.0,-21.63636876709909,-31.571969979438222
ACCESS-CM2_r1i1p1f1,35.0,81.0,-3.0928645026011417,-23.318779191769835
ACCESS-CM2_r1i1p1f1,35.0,83.0,-6.34661136442614,-15.756037548442839
ACCESS-CM2_r1i1p1f1,35.0,85.0,-29.10803745650179,-24.326520734716006
ACCESS-CM2_r1i1p1f1,35.0,87.0,-8.169678014540372,-14.60764622674698
ACCESS-CM2_r1i1p1f1,35.0,89.0,-0.02704882961075572,7.765188704146976
ACCESS-CM2_r1i1p1f1,35.0,91.0,-5.285937758181134,-4.924979207529522
ACCESS-CM2_r1i1p1f1,35.0,93.0,-6.409941414062841,-19.284921819695796
ACCESS-CM2_r1i1p1f1,35.0,95.0,-1.8397413113863383,-8.019378639456352
ACCESS-CM2_r1i1p1f1,35.0,97.0,-2.8816539722423284,-1.9167010802558244
ACCESS-CM2_r1i1p1f1,35.0,99.0,-13.635286440156012,-7.4629643230183795
ACCESS-CM2_r1i1p1f1,35.0,101.0,-7.0081541955616435,-28.801579708589834
ACCESS-CM2_r1i1p1f1,35.0,103.0,-9.394378087826688,-13.203662144995297
ACCESS-CM2_r1i1p1f1,35.0,105.0,-18.60258693013951,-15.162481005639526
ACCESS-CM2_r1i1p1f1,35.0,107.0,-20.421887519993984,-1.5946780862671286
ACCESS-CM2_r1i1p1f1,35.0,109.0,-17.48602691485991,-1.2300247968096976
ACCESS-CM2_r1i1p1f1,35.0,111.0,-10.654965742484395,4.969036160235456
ACCESS-CM2_r1i1p1f1,35.0,113.0,-14.99760901217221,1.732160152501951
ACCESS-CM2_r1i1p1f1,35.0,115.0,-10.142151283009902,0.9067306706337348
ACCESS-CM2_r1i1p1f1,35.0,117.0,-4.0343328124512965,4.077482270069389
ACCESS-CM2_r1i1p1f1,35.0,119.0,-0.5525198276471803,-9.622984614825219
ACCESS-CM2_r1i1p1f1,37.0,-121.0,0.0,-7.227146568808111
ACCESS-CM2_r1i1p1f1,37.0,-119.0,-6.7058719154428115,-7.370785988711638
ACCESS-CM2_r1i1p1f1,37.0,-117.0,-11.683603493614276,-15.74617780869987
ACCESS-CM2_r1i1p1f1,37.0,-115.0,-17.368453089170476,-22.88603596626681
ACCESS-CM2_r1i1p1f1,37.0,-113.0,-17.262227211437065,-15.894658468351068
ACCESS-CM2_r1i1p1f1,37.0,-111.0,-11.519832359442246,-7.954781242760925
ACCESS-CM2_r1i1p1f1,37.0,-109.0,-5.958518011391451,-16.547345609831858
ACCESS-CM2_r1i1p1f1,37.0,-107.0,-14.120346790736559,-9.090584742719695
ACCESS-CM2_r1i1p1f1,37.0,-105.0,-12.589116813212504,-10.05717272910006
ACCESS-CM2_r1i1p1f1,37.0,-103.0,-2.026128356561919,0.41539300508412136
ACCESS-CM2_r1i1p1f1,37.0,-101.0,-0.5017128343670155,1.4649610976535805
ACCESS-CM2_r1i1p1f1,37.0,-99.0,-1.5382331961239328,-2.536012510188481
ACCESS-CM2_r1i1p1f1,37.0,-97.0,-0.12727350822193798,5.9824000391055385
ACCESS-CM2_r1i1p1f1,37.0,-95.0,0.2706385295065922,6.929514420642521
ACCESS-CM2_r1i1p1f1,37.0,-93.0,0.6875146511659348,7.285387573372021
ACCESS-CM2_r1i1p1f1,37.0,-91.0,2.072585508207577,-0.054579440110891664
ACCESS-CM2_r1i1p1f1,37.0,-89.0,4.930979128503238,-0.10316182467102175
ACCESS-CM2_r1i1p1f1,37.0,-87.0,1.2934739012548235,-6.942895816713737
ACCESS-CM2_r1i1p1f1,37.0,-85.0,-0.4058149513618556,3.191050790394713
ACCESS-CM2_r1i1p1f1,37.0,-83.0,-1.0490923006337394,4.301269815165577
ACCESS-CM2_r1i1p1f1,37.0,-81.0,-0.7329980112294221,5.7504242776430186
ACCESS-CM2_r1i1p1f1,37.0,-79.0,-0.3998218859775924,3.9202379895884176
ACCESS-CM2_r1i1p1f1,37.0,-77.0,0.055438580441393354,9.00044280232069
ACCESS-CM2_r1i1p1f1,37.0,33.0,3.6560737156658587,-2.389498330377206
ACCESS-CM2_r1i1p1f1,37.0,37.0,-0.006049743114423677,2.3978824327353143
ACCESS-CM2_r1i1p1f1,37.0,39.0,0.6927921738676927,-1.4566676976362536
ACCESS-CM2_r1i1p1f1,37.0,41.0,0.3471445437202107,7.07169061197146
ACCESS-CM2_r1i1p1f1,37.0,43.0,0.06786277768277554,-1.1377109439524087
ACCESS-CM2_r1i1p1f1,37.0,47.0,-0.29103080122151065,0.9174490508676421
ACCESS-CM2_r1i1p1f1,37.0,55.0,-0.478185311414707,0.09723202745034598
ACCESS-CM2_r1i1p1f1,37.0,57.0,0.4615387302336831,2.2756362792675366
ACCESS-CM2_r1i1p1f1,37.0,59.0,-1.259293633236317,-3.233301625534506
ACCESS-CM2_r1i1p1f1,37.0,61.0,-0.004695580771241348,-3.1504935476155707
ACCESS-CM2_r1i1p1f1,37.0,63.0,0.5979320012944991,-4.966734328866767
ACCESS-CM2_r1i1p1f1,37.0,65.0,-2.907090110687885,-9.565284234774117
ACCESS-CM2_r1i1p1f1,37.0,67.0,-7.815907814836484,-6.620500195432237
ACCESS-CM2_r1i1p1f1,37.0,69.0,-1.3448153849687086,0.0170050489438498
ACCESS-CM2_r1i1p1f1,37.0,71.0,0.006994984722157038,-14.779998819457274
ACCESS-CM2_r1i1p1f1,37.0,73.0,3.1121025599713574,-2.4766470505432165
ACCESS-CM2_r1i1p1f1,37.0,75.0,4.530894438044882,2.424714083924668
ACCESS-CM2_r1i1p1f1,37.0,77.0,3.0215116903303856,0.5470346094516592
ACCESS-CM2_r1i1p1f1,37.0,79.0,3.737136544173411,1.495749807522446
ACCESS-CM2_r1i1p1f1,37.0,81.0,-6.320990156499379,-3.4956321803362145
ACCESS-CM2_r1i1p1f1,37.0,83.0,-2.7870073984571206,-2.56101574376369
ACCESS-CM2_r1i1p1f1,37.0,85.0,1.5908556553188693,-3.2624564908285603
ACCESS-CM2_r1i1p1f1,37.0,87.0,-8.457296342892187,-7.917360125076038
ACCESS-CM2_r1i1p1f1,37.0,89.0,-5.224345859659163,-7.416412869735386
ACCESS-CM2_r1i1p1f1,37.0,91.0,-6.673769618410722,-17.012489572827818
ACCESS-CM2_r1i1p1f1,37.0,93.0,3.4896224530427147,6.9252330929146995
ACCESS-CM2_r1i1p1f1,37.0,95.0,4.086527474706794,5.664645302078354
ACCESS-CM2_r1i1p1f1,37.0,97.0,5.7083110514978594,10.103657919792106
ACCESS-CM2_r1i1p1f1,37.0,99.0,-2.9896596503347084,0.8049845809374216
ACCESS-CM2_r1i1p1f1,37.0,101.0,-6.539491720605042,-16.168863995644823
ACCESS-CM2_r1i1p1f1,37.0,103.0,-5.948520271986139,-4.799038297623474
ACCESS-CM2_r1i1p1f1,37.0,105.0,-3.5106259465026435,-0.6384226344651172
ACCESS-CM2_r1i1p1f1,37.0,107.0,-8.023824218818765,4.210537990838999
ACCESS-CM2_r1i1p1f1,37.0,109.0,-5.713073096448277,9.259633262314335
ACCESS-CM2_r1i1p1f1,37.0,111.0,-8.428682825545112,5.249515910557325
ACCESS-CM2_r1i1p1f1,37.0,113.0,-11.410394991546514,-0.9188379325552019
ACCESS-CM2_r1i1p1f1,37.0,115.0,-10.694017859079683,-5.051148339050651
ACCESS-CM2_r1i1p1f1,37.0,117.0,-6.079079277952168,1.309892304883956
ACCESS-CM2_r1i1p1f1,39.0,-121.0,-1.122875900160067,-2.225736333785664
ACCESS-CM2_r1i1p1f1,39.0,-119.0,-12.391955104400232,-12.0736896716325
ACCESS-CM2_r1i1p1f1,39.0,-117.0,-11.489043990650666,-8.771485375654718
ACCESS-CM2_r1i1p1f1,39.0,-115.0,-20.200416836595505,-23.60286475054618
ACCESS-CM2_r1i1p1f1,39.0,-113.0,-9.187879535763066,-17.275386581000213
ACCESS-CM2_r1i1p1f1,39.0,-111.0,-4.239278201074747,-10.148475860286768
ACCESS-CM2_r1i1p1f1,39.0,-109.0,-13.003644438223876,-13.180800825793103
ACCESS-CM2_r1i1p1f1,39.0,-107.0,-18.038748037295445,-32.31173967288143
ACCESS-CM2_r1i1p1f1,39.0,-105.0,-8.345102285959832,-12.10210568830044
ACCESS-CM2_r1i1p1f1,39.0,-103.0,0.9285234377952607,2.239574080157347
ACCESS-CM2_r1i1p1f1,39.0,-101.0,3.643562555987708,7.785233720567337
ACCESS-CM2_r1i1p1f1,39.0,-99.0,1.5152533794727916,6.987196754370373
ACCESS-CM2_r1i1p1f1,39.0,-97.0,3.104919365539604,7.93373344989497
ACCESS-CM2_r1i1p1f1,39.0,-95.0,3.218320876659826,7.938711298021216
ACCESS-CM2_r1i1p1f1,39.0,-93.0,1.774426651269062,8.064431530408594
ACCESS-CM2_r1i1p1f1,39.0,-91.0,2.9120137523613967,5.905539202978787
ACCESS-CM2_r1i1p1f1,39.0,-89.0,8.609522566069572,12.620161927172072
ACCESS-CM2_r1i1p1f1,39.0,-87.0,0.24848200889928962,9.54124113784621
ACCESS-CM2_r1i1p1f1,39.0,-85.0,-0.7333695510151309,3.453461637036172
ACCESS-CM2_r1i1p1f1,39.0,-83.0,-1.7923657494585972,5.905063539554176
ACCESS-CM2_r1i1p1f1,39.0,-81.0,0.0020387637432096872,4.483268414059345
ACCESS-CM2_r1i1p1f1,39.0,-79.0,1.6837785339091442,10.538589593669059
ACCESS-CM2_r1i1p1f1,39.0,-77.0,2.423551932152157,7.8339020155164505
ACCESS-CM2_r1i1p1f1,39.0,-3.0,-0.00011213005696534702,-6.931866762241005
ACCESS-CM2_r1i1p1f1,39.0,29.0,-0.7575455652468321,-4.447484669598156
ACCESS-CM2_r1i1p1f1,39.0,31.0,1.5903132261262742,-6.1686485606205785
ACCESS-CM2_r1i1p1f1,39.0,33.0,0.024041252416504566,-4.526556663296777
ACCESS-CM2_r1i1p1f1,39.0,35.0,4.652495894223963,-1.4917408327428896
ACCESS-CM2_r1i1p1f1,39.0,37.0,3.0994154938179763,4.504240206376337
ACCESS-CM2_r1i1p1f1,39.0,39.0,4.509087729623243,11.059643431732159
ACCESS-CM2_r1i1p1f1,39.0,41.0,5.219815076166485,9.696930543094755
ACCESS-CM2_r1i1p1f1,39.0,43.0,0.33613504810162365,2.9763869099542175
ACCESS-CM2_r1i1p1f1,39.0,45.0,-1.3793231116728024,1.766984489033765
ACCESS-CM2_r1i1p1f1,39.0,47.0,-0.8225657410095832,-3.1202361064894415
ACCESS-CM2_r1i1p1f1,39.0,55.0,0.25190615094266916,-0.3844413269124065
ACCESS-CM2_r1i1p1f1,39.0,57.0,4.054972394314161,5.869054382075312
ACCESS-CM2_r1i1p1f1,39.0,59.0,6.781734013947081,3.828438942866917
ACCESS-CM2_r1i1p1f1,39.0,61.0,2.468318853619519,5.01204141834207
ACCESS-CM2_r1i1p1f1,39.0,63.0,0.26170616790431456,-3.8545040220164672
ACCESS-CM2_r1i1p1f1,39.0,65.0,-1.8885935014542943,-6.263673843076062
ACCESS-CM2_r1i1p1f1,39.0,67.0,-2.732638469168239,-8.986499783883449
ACCESS-CM2_r1i1p1f1,39.0,69.0,4.9135394593148,5.9031424457291255
ACCESS-CM2_r1i1p1f1,39.0,71.0,8.688250642942632,-10.793734502504202
ACCESS-CM2_r1i1p1f1,39.0,73.0,1.7133198769495046,-2.9828712827799793
ACCESS-CM2_r1i1p1f1,39.0,75.0,-2.011804979205713,-12.77166981654269
ACCESS-CM2_r1i1p1f1,39.0,77.0,10.519794440903603,12.504114268612627
ACCESS-CM2_r1i1p1f1,39.0,79.0,-3.4742703323519866,10.221418848592897
ACCESS-CM2_r1i1p1f1,39.0,81.0,-0.2558575636280436,7.530859796331361
ACCESS-CM2_r1i1p1f1,39.0,83.0,-0.01172339597921062,6.418891690310334
ACCESS-CM2_r1i1p1f1,39.0,85.0,-0.010037775482973117,12.275807171909863
ACCESS-CM2_r1i1p1f1,39.0,87.0,1.8948147749624737,1.2203487740707715
ACCESS-CM2_r1i1p1f1,39.0,89.0,4.727967935219962,7.421658536759433
ACCESS-CM2_r1i1p1f1,39.0,91.0,-2.6135575791928063,0.5493900850750781
ACCESS-CM2_r1i1p1f1,39.0,93.0,2.572476429535315,3.058676759635274
ACCESS-CM2_r1i1p1f1,39.0,95.0,13.071479208211477,13.374912359969597
ACCESS-CM2_r1i1p1f1,39.0,97.0,13.445805957544275,6.841483100430566
ACCESS-CM2_r1i1p1f1,39.0,99.0,7.494834228520381,-7.802846767497497
ACCESS-CM2_r1i1p1f1,39.0,101.0,-6.405109577837012,0.8767352008478633
ACCESS-CM2_r1i1p1f1,39.0,103.0,-8.184261791800212,9.55231646631261
ACCESS-CM2_r1i1p1f1,39.0,105.0,2.272695872408379,7.863553062909379
ACCESS-CM2_r1i1p1f1,39.0,107.0,4.729345825932906,8.540798777320266
ACCESS-CM2_r1i1p1f1,39.0,109.0,3.50616717146539,4.811074059173702
ACCESS-CM2_r1i1p1f1,39.0,111.0,-1.0911590349444968,8.867845885061042
ACCESS-CM2_r1i1p1f1,39.0,113.0,-3.7399363610581156,10.508968290953097
ACCESS-CM2_r1i1p1f1,39.0,115.0,-6.590383478284843,11.035129969901975
ACCESS-CM2_r1i1p1f1,41.0,-123.0,-1.4193938747366524,-11.9495406802813
ACCESS-CM2_r1i1p1f1,41.0,-121.0,-2.819585842795883,-4.918250383395156
ACCESS-CM2_r1i1p1f1,41.0,-119.0,-14.202080064565036,-20.948288367086526
ACCESS-CM2_r1i1p1f1,41.0,-117.0,-15.732830564413788,-8.193772087671084
ACCESS-CM2_r1i1p1f1,41.0,-115.0,-5.204970959361446,-9.786916709465523
ACCESS-CM2_r1i1p1f1,41.0,-113.0,-3.1848869626312903,-12.055316205275748
ACCESS-CM2_r1i1p1f1,41.0,-111.0,-2.883737968622989,-8.188432812396506
ACCESS-CM2_r1i1p1f1,41.0,-109.0,1.978418974174451,-0.6387847166292853
ACCESS-CM2_r1i1p1f1,41.0,-107.0,3.4441395671116855,0.6346777690443999
ACCESS-CM2_r1i1p1f1,41.0,-105.0,0.2890736913437856,6.320756236339099
ACCESS-CM2_r1i1p1f1,41.0,-103.0,0.47863094273844586,9.161659760685227
ACCESS-CM2_r1i1p1f1,41.0,-101.0,6.7936956807658335,10.399093888694974
